site_id,site_uuid,site_name,access_visibility,site_page_url,reference_link_count,redistribution_posture,reader_action,access_limits
6468,e1036946-7de7-4176-b99a-fee2da820ff5,10412 Fjälkinge,site_page_only,https://browser.sead.se/site/6468,0,reference_upstream_pages_and_publish_repository_derived_context_only,Inspect the SEAD site page when captured chronology or bibliography does not answer the research question.,["The repository mirrors the scoped site inventory, linked chronology and bibliography relations, and derived context layers, not the full upstream relational SEAD database.", "Captured bibliography for this row exposes no directly followable DOI or URL, so readers may need to inspect the SEAD site page directly.", "No linked upstream chronology is captured for this site, so it remains spatial context rather than a dated map observation."]
6469,020c2aad-6e3d-40bc-b093-ce622cbda709,10469 Kvistofta,site_page_only,https://browser.sead.se/site/6469,0,reference_upstream_pages_and_publish_repository_derived_context_only,Inspect the SEAD site page when captured chronology or bibliography does not answer the research question.,["The repository mirrors the scoped site inventory, linked chronology and bibliography relations, and derived context layers, not the full upstream relational SEAD database.", "Captured bibliography for this row exposes no directly followable DOI or URL, so readers may need to inspect the SEAD site page directly.", "No linked upstream chronology is captured for this site, so it remains spatial context rather than a dated map observation."]
6481,65f959bc-1c25-4f2f-b114-7a6a728cbf8f,10531 Örkelljunga,site_page_only,https://browser.sead.se/site/6481,0,reference_upstream_pages_and_publish_repository_derived_context_only,Inspect the SEAD site page when captured chronology or bibliography does not answer the research question.,["The repository mirrors the scoped site inventory, linked chronology and bibliography relations, and derived context layers, not the full upstream relational SEAD database.", "Captured bibliography for this row exposes no directly followable DOI or URL, so readers may need to inspect the SEAD site page directly.", "No linked upstream chronology is captured for this site, so it remains spatial context rather than a dated map observation."]
6482,13af7b0f-03b7-41b1-9b57-28e71abc6274,10535 Skåne,site_page_only,https://browser.sead.se/site/6482,0,reference_upstream_pages_and_publish_repository_derived_context_only,Inspect the SEAD site page when captured chronology or bibliography does not answer the research question.,["The repository mirrors the scoped site inventory, linked chronology and bibliography relations, and derived context layers, not the full upstream relational SEAD database.", "Captured bibliography for this row exposes no directly followable DOI or URL, so readers may need to inspect the SEAD site page directly.", "No linked upstream chronology is captured for this site, so it remains spatial context rather than a dated map observation."]
3833,d80ee0d3-1156-4535-8741-752d87565743,12051 Bro,site_page_only,https://browser.sead.se/site/3833,0,reference_upstream_pages_and_publish_repository_derived_context_only,Inspect the SEAD site page when captured chronology or bibliography does not answer the research question.,["The repository mirrors the scoped site inventory, linked chronology and bibliography relations, and derived context layers, not the full upstream relational SEAD database.", "Captured bibliography for this row exposes no directly followable DOI or URL, so readers may need to inspect the SEAD site page directly."]
3824,5636f80d-8b9d-4970-b1de-ee914ec0041c,12068 Gotland,site_page_only,https://browser.sead.se/site/3824,0,reference_upstream_pages_and_publish_repository_derived_context_only,Inspect the SEAD site page when captured chronology or bibliography does not answer the research question.,["The repository mirrors the scoped site inventory, linked chronology and bibliography relations, and derived context layers, not the full upstream relational SEAD database.", "Captured bibliography for this row exposes no directly followable DOI or URL, so readers may need to inspect the SEAD site page directly."]
3832,1b0d1600-834f-46c9-a986-693e8335fc18,12076 Ekeby,site_page_only,https://browser.sead.se/site/3832,0,reference_upstream_pages_and_publish_repository_derived_context_only,Inspect the SEAD site page when captured chronology or bibliography does not answer the research question.,["The repository mirrors the scoped site inventory, linked chronology and bibliography relations, and derived context layers, not the full upstream relational SEAD database.", "Captured bibliography for this row exposes no directly followable DOI or URL, so readers may need to inspect the SEAD site page directly."]
6478,b63f71db-528a-4049-b7a6-0f190ef5f042,12590 Hall,site_page_only,https://browser.sead.se/site/6478,0,reference_upstream_pages_and_publish_repository_derived_context_only,Inspect the SEAD site page when captured chronology or bibliography does not answer the research question.,["The repository mirrors the scoped site inventory, linked chronology and bibliography relations, and derived context layers, not the full upstream relational SEAD database.", "Captured bibliography for this row exposes no directly followable DOI or URL, so readers may need to inspect the SEAD site page directly.", "No linked upstream chronology is captured for this site, so it remains spatial context rather than a dated map observation."]
6466,930fa0c0-fa2d-4d2b-983a-2775cbd10c90,12615 Stelor,site_page_only,https://browser.sead.se/site/6466,0,reference_upstream_pages_and_publish_repository_derived_context_only,Inspect the SEAD site page when captured chronology or bibliography does not answer the research question.,["The repository mirrors the scoped site inventory, linked chronology and bibliography relations, and derived context layers, not the full upstream relational SEAD database.", "Captured bibliography for this row exposes no directly followable DOI or URL, so readers may need to inspect the SEAD site page directly.", "No linked upstream chronology is captured for this site, so it remains spatial context rather than a dated map observation."]
6447,30fdfe38-1232-4618-b25f-29cf3dc5e0e5,12628 Länna,site_page_only,https://browser.sead.se/site/6447,0,reference_upstream_pages_and_publish_repository_derived_context_only,Inspect the SEAD site page when captured chronology or bibliography does not answer the research question.,["The repository mirrors the scoped site inventory, linked chronology and bibliography relations, and derived context layers, not the full upstream relational SEAD database.", "Captured bibliography for this row exposes no directly followable DOI or URL, so readers may need to inspect the SEAD site page directly.", "No linked upstream chronology is captured for this site, so it remains spatial context rather than a dated map observation."]
