project_accession,species_latin_name,source_surface,source_claim_scope,supporting_sample_count,original_locality_text,resolved_locality_text,locality_class,site_name,municipality_name,region_name,country_name,broader_geography,geocoding_safe_token,source_artifact_path,source_artifact_kind,source_locator,source_excerpt
PRJEB31621,Bos taurus,supplementary_table,sample_owned_locality,2,Abu Gosh,Abu Gosh,excavation_site,Abu Gosh,,,Israel,,abugosh,data/adna/governance/source_library/papers/10.1126-science.aav1002/supplementary/aav1002_verdugo_sm.pdf,supplementary_pdf_text,"sample_accession:SAMEA5577344 || Table S1 sample ID:Abu1 || Archaeological sites and context section 1 ""Abu Gosh, Israel"" (PDF page 2) || Archaeological sites and context section 1 ""Abu Gosh, Israel"" (PDF page 2)",Archive taxonomy Bos primigenius (tax_id 9909) | supplement sample Abu1 | Abu Gosh | 7500-6000 BCE
PRJEB31621,Bos taurus,supplementary_table,sample_owned_locality,1,Acemhöyük,Acemhöyük,excavation_site,Acemhöyük,,,Turkey,,acemhöyük,data/adna/governance/source_library/papers/10.1126-science.aav1002/supplementary/aav1002_verdugo_sm.pdf,supplementary_pdf_text,"sample_accession:SAMEA5577346 || Table S1 sample ID:Ace1 || Archaeological sites and context section 2 ""Acemhöyük, Turkey"" (PDF page 2) || Table S2 (PDF pages 58-60), Test ID Ace1, Approximate Date BP",Archive taxonomy Bos taurus (tax_id 9913) | supplement sample Ace1 | Acemhöyük | Approximate Date BP: 4200
PRJEB31621,Bos taurus,supplementary_table,sample_owned_locality,2,Belovode-Veliko Laole,Belovode-Veliko Laole,excavation_site,Belovode-Veliko Laole,,,Serbia,,belovodevelikolaole,data/adna/governance/source_library/papers/10.1126-science.aav1002/supplementary/aav1002_verdugo_sm.pdf,supplementary_pdf_text,"sample_accession:SAMEA5577349 || Table S1 sample ID:Bel1 || Archaeological sites and context section 3 ""Belovode-Veliko Laole, Serbia"" (PDF page 3) || Table S2 (PDF pages 58-60), Test ID Bel1, Approximate Date BP",Archive taxonomy Bos taurus (tax_id 9913) | supplement sample Bel1 | Belovode-Veliko Laole | Approximate Date BP: 6900
PRJEB31621,Bos taurus,supplementary_table,sample_owned_locality,2,Bestansur,Bestansur,excavation_site,Bestansur,,,Iraq,,bestansur,data/adna/governance/source_library/papers/10.1126-science.aav1002/supplementary/aav1002_verdugo_sm.pdf,supplementary_pdf_text,"sample_accession:SAMEA5577351 || Table S1 sample ID:Bes1 || Archaeological sites and context section 4 ""Bestansur, Iraq"" (PDF page 3) || Table S2 (PDF pages 58-60), Test ID Bes1, Approximate Date BP",Archive taxonomy Bos taurus (tax_id 9913) | supplement sample Bes1 | Bestansur | Approximate Date BP: 2800
PRJEB31621,Bos taurus,supplementary_table,sample_owned_locality,2,Blagotin,Blagotin,excavation_site,Blagotin,,,Serbia,,blagotin,data/adna/governance/source_library/papers/10.1126-science.aav1002/supplementary/aav1002_verdugo_sm.pdf,supplementary_pdf_text,"sample_accession:SAMEA5577353 || Table S1 sample ID:Bla1 || Archaeological sites and context section 5 ""Blagotin, Serbia"" (PDF page 4) || Table S2 (PDF pages 58-60), Test ID Bla1, Approximate Date BP",Archive taxonomy Bos taurus (tax_id 9913) | supplement sample Bla1 | Blagotin | Approximate Date BP: 8100
PRJEB31621,Bos taurus,supplementary_table,sample_owned_locality,1,Bubanj,Bubanj,excavation_site,Bubanj,,,Serbia,,bubanj,data/adna/governance/source_library/papers/10.1126-science.aav1002/supplementary/aav1002_verdugo_sm.pdf,supplementary_pdf_text,"sample_accession:SAMEA5577355 || Table S1 sample ID:Bub1 || Archaeological sites and context section 6 ""Bubanj, Serbia"" (PDF page 5) || Table S2 (PDF pages 58-60), Test ID Bub1, Approximate Date BP",Archive taxonomy Bos taurus (tax_id 9913) | supplement sample Bub1 | Bubanj | Approximate Date BP: 7600
PRJEB31621,Bos taurus,supplementary_table,sample_owned_locality,5,Dariali Tamara Fort,Dariali Tamara Fort,excavation_site,Dariali Tamara Fort,,,Georgia,,darialitamarafort,data/adna/governance/source_library/papers/10.1126-science.aav1002/supplementary/aav1002_verdugo_sm.pdf,supplementary_pdf_text,"sample_accession:SAMEA5577367 || Table S1 sample ID:Kaz1 || Archaeological sites and context section 8 ""Dariali Tamara Fort, Georgia"" (PDF page 6) || Table S2 (PDF pages 58-60), Test ID Kaz1, Approximate Date BP","Archive taxonomy Bos taurus (tax_id 9913) | supplement sample Kaz1 | Dariali Tamara Fort | Approximate Date BP: 1000 | UTM 38N 469400, 4731800; datum not stated"
PRJEB31621,Bos taurus,supplementary_table,sample_owned_locality,1,Gilat,Gilat,excavation_site,Gilat,,,Israel,,gilat,data/adna/governance/source_library/papers/10.1126-science.aav1002/supplementary/aav1002_verdugo_sm.pdf,supplementary_pdf_text,"sample_accession:SAMEA5577361 || Table S1 sample ID:Gil1 || Archaeological sites and context section 9 ""Gilat, Israel"" (PDF page 6) || Archaeological sites and context section 9 ""Gilat, Israel"" (PDF page 6)",Archive taxonomy Bos taurus (tax_id 9913) | supplement sample Gil1 | Gilat | c.4300–3300 BC
PRJEB31621,Bos taurus,supplementary_table,sample_owned_locality,1,Gyumri,Gyumri,excavation_site,Gyumri,,,Armenia,,gyumri,data/adna/governance/source_library/papers/10.1126-science.aav1002/supplementary/aav1002_verdugo_sm.pdf,supplementary_pdf_text,"sample_accession:SAMEA5577362 || Table S1 sample ID:Gyu2 || Archaeological sites and context section 10 ""Gyumri, Armenia"" (PDF page 7) || Table S2 (PDF pages 58-60), Test ID Gyu2, Approximate Date BP",Archive taxonomy Bos primigenius (tax_id 9909) | supplement sample Gyu2 | Gyumri | Approximate Date BP: 7040
PRJEB31621,Bos taurus,supplementary_table,sample_owned_locality,4,Hasanlu,Hasanlu,excavation_site,Hasanlu,,,Iran,,hasanlu,data/adna/governance/source_library/papers/10.1126-science.aav1002/supplementary/aav1002_verdugo_sm.pdf,supplementary_pdf_text,"sample_accession:SAMEA5577363 || Table S1 sample ID:Has1 || Archaeological sites and context section 11 ""Hasanlu, Iran"" (PDF page 7) || Table S2 (PDF pages 58-60), Test ID Has1, Approximate Date BP",Archive taxonomy Bos taurus (tax_id 9913) | supplement sample Has1 | Hasanlu | Approximate Date BP: 3700
PRJEB31621,Bos taurus,supplementary_table,sample_owned_locality,1,Horvat Castra,Horvat Castra,excavation_site,Horvat Castra,,,Israel,,horvatcastra,data/adna/governance/source_library/papers/10.1126-science.aav1002/supplementary/aav1002_verdugo_sm.pdf,supplementary_pdf_text,"sample_accession:SAMEA5577357 || Table S1 sample ID:Cas1 || Archaeological sites and context section 12 ""Horvat Castra, Israel"" (PDF page 8) || Table S2 (PDF pages 58-60), Test ID Cas1, Approximate Date BP",Archive taxonomy Bos taurus (tax_id 9913) | supplement sample Cas1 | Horvat Castra | Approximate Date BP: 1400
PRJEB31621,Bos taurus,supplementary_table,sample_owned_locality,1,Koktepe,Koktepe,excavation_site,Koktepe,,,Uzbekistan,,koktepe,data/adna/governance/source_library/papers/10.1126-science.aav1002/supplementary/aav1002_verdugo_sm.pdf,supplementary_pdf_text,"sample_accession:SAMEA5577373 || Table S1 sample ID:Kok1 || Archaeological sites and context section 13 ""Koktepe, Uzbekistan"" (PDF page 8) || Table S2 (PDF pages 58-60), Test ID Kok1, Approximate Date BP",Archive taxonomy Bos taurus (tax_id 9913) | supplement sample Kok1 | Koktepe | Approximate Date BP: 3500
PRJEB31621,Bos taurus,supplementary_table,sample_owned_locality,1,"Kul Tepe, Azerbaijan","Kul Tepe, Azerbaijan",excavation_site,"Kul Tepe, Azerbaijan",,,Iran,,kultepeazerbaijan,data/adna/governance/source_library/papers/10.1126-science.aav1002/supplementary/aav1002_verdugo_sm.pdf,supplementary_pdf_text,"sample_accession:SAMEA5577348 || Table S1 sample ID:Azer1 || Archaeological sites and context section 14 ""Kul Tepe, Azerbaijan, Iran"" (PDF page 9) || Table S2 (PDF pages 58-60), Test ID Azer1, Approximate Date BP","Archive taxonomy Bos taurus (tax_id 9913) | supplement sample Azer1 | Kul Tepe, Azerbaijan | Approximate Date BP: 6100"
PRJEB31621,Bos taurus,supplementary_table,sample_owned_locality,1,Maral Tappeh,Maral Tappeh,excavation_site,Maral Tappeh,,,Iran,,maraltappeh,data/adna/governance/source_library/papers/10.1126-science.aav1002/supplementary/aav1002_verdugo_sm.pdf,supplementary_pdf_text,"sample_accession:SAMEA5577374 || Table S1 sample ID:Mar1 || Archaeological sites and context section 15 ""Maral Tappeh, Iran"" (PDF page 9) || Table S2 (PDF pages 58-60), Test ID Mar1, Approximate Date BP",Archive taxonomy Bos taurus (tax_id 9913) | supplement sample Mar1 | Maral Tappeh | Approximate Date BP: 6150
PRJEB31621,Bos taurus,supplementary_table,sample_owned_locality,2,Menteşe,Menteşe,excavation_site,Menteşe,,,Turkey,,menteşe,data/adna/governance/source_library/papers/10.1126-science.aav1002/supplementary/aav1002_verdugo_sm.pdf,supplementary_pdf_text,"sample_accession:SAMEA5577377 || Table S1 sample ID:Men2 || Archaeological sites and context section 16 ""Menteşe, Turkey"" (PDF page 10) || Table S2 (PDF pages 58-60), Test ID Men2, Approximate Date BP",Archive taxonomy Bos taurus (tax_id 9913) | supplement sample Men2 | Menteşe | Approximate Date BP: 7920
PRJEB31621,Bos taurus,supplementary_table,sample_owned_locality,1,"Mianroud, Fars","Mianroud, Fars",excavation_site,"Mianroud, Fars",,,Iran,,mianroudfars,data/adna/governance/source_library/papers/10.1126-science.aav1002/supplementary/aav1002_verdugo_sm.pdf,supplementary_pdf_text,"sample_accession:SAMEA5577360 || Table S1 sample ID:Far1 || Archaeological sites and context section 17 ""Mianroud, Fars, Iran"" (PDF page 10) || Table S2 (PDF pages 58-60), Test ID Far1, Approximate Date BP","Archive taxonomy Bos taurus (tax_id 9913) | supplement sample Far1 | Mianroud, Fars | Approximate Date BP: 7700"
PRJEB31621,Bos taurus,supplementary_table,sample_owned_locality,1,Monjukli Depe,Monjukli Depe,excavation_site,Monjukli Depe,,,Turkmenistan,,monjuklidepe,data/adna/governance/source_library/papers/10.1126-science.aav1002/supplementary/aav1002_verdugo_sm.pdf,supplementary_pdf_text,"sample_accession:SAMEA5577378 || Table S1 sample ID:Mon1 || Archaeological sites and context section 18 ""Monjukli Depe, Turkmenistan"" (PDF page 11) || Table S2 (PDF pages 58-60), Test ID Mon1, Approximate Date BP",Archive taxonomy Bos taurus (tax_id 9913) | supplement sample Mon1 | Monjukli Depe | Approximate Date BP: 7200
