species_latin_name,species_common_name,project_accession,repo_stable_sample_id,preferred_sample_label,published_wording,source_wording_excerpt,provenance_surface,provenance_kind,provenance_locator,dating_basis,evidence_class,precision_posture,normalization_status,normalization_rule,uncertainty_note,time_start_bp,time_end_bp,time_mean_bp,temporal_semantics
Bos taurus,cattle,PRJEB31621,prjeb31621:samea5577008,SAMEA5577008,,,,,,unknown,unresolved,unresolved,unresolved,keep the row unresolved until stronger chronology evidence exists,No chronology claim has been recovered yet for this sample row.,,,,"{'schema_version': 'temporal-semantics.v1', 'source_family': 'animal_adna', 'evidence_class': 'unresolved', 'precision_posture': 'unresolved', 'comparability_posture': 'unresolved', 'summary_label': 'Unresolved time semantics', 'temporal_window_key': 'unresolved', 'temporal_window_label': 'Unresolved time window', 'time_start_bp': None, 'time_end_bp': None, 'time_mean_bp': None, 'duration_years': None, 'comparison_note': 'No chronology claim has been recovered yet for this sample row.', 'provenance_path': '', 'provenance_locator': '', 'provenance_excerpt': '', 'original_labels': [], 'normalized_labels': [], 'uncertainty_notes': []}"
Bos taurus,cattle,PRJEB31621,prjeb31621:samea5577009,SAMEA5577009,,,,,,unknown,unresolved,unresolved,unresolved,keep the row unresolved until stronger chronology evidence exists,No chronology claim has been recovered yet for this sample row.,,,,"{'schema_version': 'temporal-semantics.v1', 'source_family': 'animal_adna', 'evidence_class': 'unresolved', 'precision_posture': 'unresolved', 'comparability_posture': 'unresolved', 'summary_label': 'Unresolved time semantics', 'temporal_window_key': 'unresolved', 'temporal_window_label': 'Unresolved time window', 'time_start_bp': None, 'time_end_bp': None, 'time_mean_bp': None, 'duration_years': None, 'comparison_note': 'No chronology claim has been recovered yet for this sample row.', 'provenance_path': '', 'provenance_locator': '', 'provenance_excerpt': '', 'original_labels': [], 'normalized_labels': [], 'uncertainty_notes': []}"
Bos taurus,cattle,PRJEB31621,prjeb31621:samea5577010,SAMEA5577010,,,,,,unknown,unresolved,unresolved,unresolved,keep the row unresolved until stronger chronology evidence exists,No chronology claim has been recovered yet for this sample row.,,,,"{'schema_version': 'temporal-semantics.v1', 'source_family': 'animal_adna', 'evidence_class': 'unresolved', 'precision_posture': 'unresolved', 'comparability_posture': 'unresolved', 'summary_label': 'Unresolved time semantics', 'temporal_window_key': 'unresolved', 'temporal_window_label': 'Unresolved time window', 'time_start_bp': None, 'time_end_bp': None, 'time_mean_bp': None, 'duration_years': None, 'comparison_note': 'No chronology claim has been recovered yet for this sample row.', 'provenance_path': '', 'provenance_locator': '', 'provenance_excerpt': '', 'original_labels': [], 'normalized_labels': [], 'uncertainty_notes': []}"
Bos taurus,cattle,PRJEB31621,prjeb31621:samea5577011,SAMEA5577011,,,,,,unknown,unresolved,unresolved,unresolved,keep the row unresolved until stronger chronology evidence exists,No chronology claim has been recovered yet for this sample row.,,,,"{'schema_version': 'temporal-semantics.v1', 'source_family': 'animal_adna', 'evidence_class': 'unresolved', 'precision_posture': 'unresolved', 'comparability_posture': 'unresolved', 'summary_label': 'Unresolved time semantics', 'temporal_window_key': 'unresolved', 'temporal_window_label': 'Unresolved time window', 'time_start_bp': None, 'time_end_bp': None, 'time_mean_bp': None, 'duration_years': None, 'comparison_note': 'No chronology claim has been recovered yet for this sample row.', 'provenance_path': '', 'provenance_locator': '', 'provenance_excerpt': '', 'original_labels': [], 'normalized_labels': [], 'uncertainty_notes': []}"
Bos taurus,cattle,PRJEB31621,prjeb31621:samea5577012,SAMEA5577012,,,,,,unknown,unresolved,unresolved,unresolved,keep the row unresolved until stronger chronology evidence exists,No chronology claim has been recovered yet for this sample row.,,,,"{'schema_version': 'temporal-semantics.v1', 'source_family': 'animal_adna', 'evidence_class': 'unresolved', 'precision_posture': 'unresolved', 'comparability_posture': 'unresolved', 'summary_label': 'Unresolved time semantics', 'temporal_window_key': 'unresolved', 'temporal_window_label': 'Unresolved time window', 'time_start_bp': None, 'time_end_bp': None, 'time_mean_bp': None, 'duration_years': None, 'comparison_note': 'No chronology claim has been recovered yet for this sample row.', 'provenance_path': '', 'provenance_locator': '', 'provenance_excerpt': '', 'original_labels': [], 'normalized_labels': [], 'uncertainty_notes': []}"
Bos taurus,cattle,PRJEB31621,prjeb31621:samea5577149,SAMEA5577149,,,,,,unknown,unresolved,unresolved,unresolved,keep the row unresolved until stronger chronology evidence exists,No chronology claim has been recovered yet for this sample row.,,,,"{'schema_version': 'temporal-semantics.v1', 'source_family': 'animal_adna', 'evidence_class': 'unresolved', 'precision_posture': 'unresolved', 'comparability_posture': 'unresolved', 'summary_label': 'Unresolved time semantics', 'temporal_window_key': 'unresolved', 'temporal_window_label': 'Unresolved time window', 'time_start_bp': None, 'time_end_bp': None, 'time_mean_bp': None, 'duration_years': None, 'comparison_note': 'No chronology claim has been recovered yet for this sample row.', 'provenance_path': '', 'provenance_locator': '', 'provenance_excerpt': '', 'original_labels': [], 'normalized_labels': [], 'uncertainty_notes': []}"
Bos taurus,cattle,PRJEB31621,prjeb31621:samea5577150,SAMEA5577150,,,,,,unknown,unresolved,unresolved,unresolved,keep the row unresolved until stronger chronology evidence exists,No chronology claim has been recovered yet for this sample row.,,,,"{'schema_version': 'temporal-semantics.v1', 'source_family': 'animal_adna', 'evidence_class': 'unresolved', 'precision_posture': 'unresolved', 'comparability_posture': 'unresolved', 'summary_label': 'Unresolved time semantics', 'temporal_window_key': 'unresolved', 'temporal_window_label': 'Unresolved time window', 'time_start_bp': None, 'time_end_bp': None, 'time_mean_bp': None, 'duration_years': None, 'comparison_note': 'No chronology claim has been recovered yet for this sample row.', 'provenance_path': '', 'provenance_locator': '', 'provenance_excerpt': '', 'original_labels': [], 'normalized_labels': [], 'uncertainty_notes': []}"
Bos taurus,cattle,PRJEB31621,prjeb31621:samea5577151,SAMEA5577151,,,,,,unknown,unresolved,unresolved,unresolved,keep the row unresolved until stronger chronology evidence exists,No chronology claim has been recovered yet for this sample row.,,,,"{'schema_version': 'temporal-semantics.v1', 'source_family': 'animal_adna', 'evidence_class': 'unresolved', 'precision_posture': 'unresolved', 'comparability_posture': 'unresolved', 'summary_label': 'Unresolved time semantics', 'temporal_window_key': 'unresolved', 'temporal_window_label': 'Unresolved time window', 'time_start_bp': None, 'time_end_bp': None, 'time_mean_bp': None, 'duration_years': None, 'comparison_note': 'No chronology claim has been recovered yet for this sample row.', 'provenance_path': '', 'provenance_locator': '', 'provenance_excerpt': '', 'original_labels': [], 'normalized_labels': [], 'uncertainty_notes': []}"
Bos taurus,cattle,PRJEB31621,prjeb31621:samea5577153,SAMEA5577153,,,,,,unknown,unresolved,unresolved,unresolved,keep the row unresolved until stronger chronology evidence exists,No chronology claim has been recovered yet for this sample row.,,,,"{'schema_version': 'temporal-semantics.v1', 'source_family': 'animal_adna', 'evidence_class': 'unresolved', 'precision_posture': 'unresolved', 'comparability_posture': 'unresolved', 'summary_label': 'Unresolved time semantics', 'temporal_window_key': 'unresolved', 'temporal_window_label': 'Unresolved time window', 'time_start_bp': None, 'time_end_bp': None, 'time_mean_bp': None, 'duration_years': None, 'comparison_note': 'No chronology claim has been recovered yet for this sample row.', 'provenance_path': '', 'provenance_locator': '', 'provenance_excerpt': '', 'original_labels': [], 'normalized_labels': [], 'uncertainty_notes': []}"
Bos taurus,cattle,PRJEB31621,prjeb31621:samea5577154,SAMEA5577154,,,,,,unknown,unresolved,unresolved,unresolved,keep the row unresolved until stronger chronology evidence exists,No chronology claim has been recovered yet for this sample row.,,,,"{'schema_version': 'temporal-semantics.v1', 'source_family': 'animal_adna', 'evidence_class': 'unresolved', 'precision_posture': 'unresolved', 'comparability_posture': 'unresolved', 'summary_label': 'Unresolved time semantics', 'temporal_window_key': 'unresolved', 'temporal_window_label': 'Unresolved time window', 'time_start_bp': None, 'time_end_bp': None, 'time_mean_bp': None, 'duration_years': None, 'comparison_note': 'No chronology claim has been recovered yet for this sample row.', 'provenance_path': '', 'provenance_locator': '', 'provenance_excerpt': '', 'original_labels': [], 'normalized_labels': [], 'uncertainty_notes': []}"
