species_latin_name,species_common_name,project_accession,repo_stable_sample_id,preferred_sample_label,sample_basis,sample_evidence_status,sample_identity_resolution,sample_ambiguity_note,chronology_text,chronology_strength,chronology_evidence_class,chronology_precision_posture,chronology_provenance_path,chronology_provenance_kind,chronology_provenance_locator,chronology_provenance_text,chronology_normalization_status,time_start_bp,time_end_bp,time_mean_bp,dating_basis,chronology_conflict_note,review_note
Bos taurus,cattle,PRJEB31621,prjeb31621:samea5577008,SAMEA5577008,archive_project_sample_accession_anchor,archive_native,final,,,unresolved,unresolved,unresolved,,,,,unresolved,,,,mixed_radiocarbon_and_archaeological_context,,No chronology claim has been recovered yet for this sample row.
Bos taurus,cattle,PRJEB31621,prjeb31621:samea5577009,SAMEA5577009,archive_project_sample_accession_anchor,archive_native,final,,,unresolved,unresolved,unresolved,,,,,unresolved,,,,mixed_radiocarbon_and_archaeological_context,,No chronology claim has been recovered yet for this sample row.
Bos taurus,cattle,PRJEB31621,prjeb31621:samea5577010,SAMEA5577010,archive_project_sample_accession_anchor,archive_native,final,,,unresolved,unresolved,unresolved,,,,,unresolved,,,,mixed_radiocarbon_and_archaeological_context,,No chronology claim has been recovered yet for this sample row.
Bos taurus,cattle,PRJEB31621,prjeb31621:samea5577011,SAMEA5577011,archive_project_sample_accession_anchor,archive_native,final,,,unresolved,unresolved,unresolved,,,,,unresolved,,,,mixed_radiocarbon_and_archaeological_context,,No chronology claim has been recovered yet for this sample row.
Bos taurus,cattle,PRJEB31621,prjeb31621:samea5577012,SAMEA5577012,archive_project_sample_accession_anchor,archive_native,final,,,unresolved,unresolved,unresolved,,,,,unresolved,,,,mixed_radiocarbon_and_archaeological_context,,No chronology claim has been recovered yet for this sample row.
Bos taurus,cattle,PRJEB31621,prjeb31621:samea5577149,SAMEA5577149,archive_project_sample_accession_anchor,archive_native,final,,,unresolved,unresolved,unresolved,,,,,unresolved,,,,mixed_radiocarbon_and_archaeological_context,,No chronology claim has been recovered yet for this sample row.
Bos taurus,cattle,PRJEB31621,prjeb31621:samea5577150,SAMEA5577150,archive_project_sample_accession_anchor,archive_native,final,,,unresolved,unresolved,unresolved,,,,,unresolved,,,,mixed_radiocarbon_and_archaeological_context,,No chronology claim has been recovered yet for this sample row.
Bos taurus,cattle,PRJEB31621,prjeb31621:samea5577151,SAMEA5577151,archive_project_sample_accession_anchor,archive_native,final,,,unresolved,unresolved,unresolved,,,,,unresolved,,,,mixed_radiocarbon_and_archaeological_context,,No chronology claim has been recovered yet for this sample row.
Bos taurus,cattle,PRJEB31621,prjeb31621:samea5577153,SAMEA5577153,archive_project_sample_accession_anchor,archive_native,final,,,unresolved,unresolved,unresolved,,,,,unresolved,,,,mixed_radiocarbon_and_archaeological_context,,No chronology claim has been recovered yet for this sample row.
Bos taurus,cattle,PRJEB31621,prjeb31621:samea5577154,SAMEA5577154,archive_project_sample_accession_anchor,archive_native,final,,,unresolved,unresolved,unresolved,,,,,unresolved,,,,mixed_radiocarbon_and_archaeological_context,,No chronology claim has been recovered yet for this sample row.
Bos taurus,cattle,PRJEB31621,prjeb31621:samea5577344,SAMEA5577344,archive_project_sample_accession_anchor,archive_native,final,,,unresolved,unresolved,unresolved,,,,,unresolved,,,,mixed_radiocarbon_and_archaeological_context,,No chronology claim has been recovered yet for this sample row.
Bos taurus,cattle,PRJEB31621,prjeb31621:samea5577345,SAMEA5577345,archive_project_sample_accession_anchor,archive_native,final,,,unresolved,unresolved,unresolved,,,,,unresolved,,,,mixed_radiocarbon_and_archaeological_context,,No chronology claim has been recovered yet for this sample row.
Bos taurus,cattle,PRJEB31621,prjeb31621:samea5577346,SAMEA5577346,archive_project_sample_accession_anchor,archive_native,final,,,unresolved,unresolved,unresolved,,,,,unresolved,,,,mixed_radiocarbon_and_archaeological_context,,No chronology claim has been recovered yet for this sample row.
Bos taurus,cattle,PRJEB31621,prjeb31621:samea5577347,SAMEA5577347,archive_project_sample_accession_anchor,archive_native,final,,,unresolved,unresolved,unresolved,,,,,unresolved,,,,mixed_radiocarbon_and_archaeological_context,,No chronology claim has been recovered yet for this sample row.
Bos taurus,cattle,PRJEB31621,prjeb31621:samea5577348,SAMEA5577348,archive_project_sample_accession_anchor,archive_native,final,,,unresolved,unresolved,unresolved,,,,,unresolved,,,,mixed_radiocarbon_and_archaeological_context,,No chronology claim has been recovered yet for this sample row.
