project_accession,species_latin_name,species_common_name,site_label,political_entity,paper_doi,paper_url,supplementary_source,source_artifact_path,source_artifact_kind,source_locator,exact_source_text,source_support_status,coordinate_basis,latitude_text,longitude_text,chronology_text,time_start_bp,time_end_bp,dating_basis,comparator_context,domestication_context,interpretation_note,support_gap_note
PRJEB30282,Sus scrofa domesticus,pig,Near East and Europe pig domestication transect,Turkey and Europe,10.1073/pnas.1901169116,https://doi.org/10.1073/pnas.1901169116,,adna/governance/source_library/papers/10.1073-pnas.1901169116/article.html,article_html_abstract,abstract,"Pig domestication had begun by ~10,500 y before the present (BP) in the Near East, and mitochondrial DNA suggests that pigs arrived in Europe alongside farmers ~8,500 y BP.",article_exact_quote,inferred_region_centroid,39.00,35.00,~10500-6000 BP pig turnover transect,6000,10500,bp_window,false,domesticated_core,"This is a broad domestication transect, not one excavation site, so the atlas point remains an inferred regional centroid.",
PRJEB30282,Sus scrofa domesticus,pig,"Kush, Ras al-Khaimah",United Arab Emirates,10.1073/pnas.1901169116,https://doi.org/10.1073/pnas.1901169116,,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html || data/adna/governance/source_library/papers/10.1073-pnas.1901169116/supplementary/pnas.1901169116.sd01.xlsx,supplementary_spreadsheet_row,sample_accession:SAMEA5160870 || Sheet1!row639,"ENA archive metadata identifies sample SAMEA5160870 as Sus scrofa (tax_id 9823). || AA019 | previous_extraction_code=GL149 | mtdna_accession=- | source=Derek Kennet | museum_or_sample_code=- | additional_sample_information=- | location=Kush, Ras al-Khaimah | country=United Arab Emirates | radiocarbon_lab=- | uncalibrated_date=- | uncalibrated_error=- | calibrated_from_bp=- | calibrated_to_bp=- | source_age=5th - 6th century AD | source_mean_years_bp=1450 | period=Sasanian culture | group=NED-A | zooarch_status=Domestic | combined_status=Domestic | secondary_zooarch_status=Domestic | published=N | chronology_disposition=refused_context_only_unresolved_age_semantics | domestication_disposition=excluded_unreviewed_domesticated_scope",supplementary_table_row,site_level_localities,,,,,,unknown,false,domesticated_core,This locality is backed by direct sample rows recovered from the supplementary table; chronology remains sample-owned when its records have different dates.,
PRJEB30282,Sus scrofa domesticus,pig,"Latronico (Potenza, Basilicata)",Italy,10.1073/pnas.1901169116,https://doi.org/10.1073/pnas.1901169116,,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html || data/adna/governance/source_library/papers/10.1073-pnas.1901169116/supplementary/pnas.1901169116.sd01.xlsx,supplementary_spreadsheet_row,sample_accession:SAMEA5161139 || Sheet1!row641,"ENA archive metadata identifies sample SAMEA5161139 as Sus scrofa (tax_id 9823). || AL616 | previous_extraction_code=- | mtdna_accession=- | source=Domenico Fulgione | museum_or_sample_code=SCA18 | additional_sample_information=- | location=Latronico (Potenza, Basilicata) | country=Italy | radiocarbon_lab=- | uncalibrated_date=- | uncalibrated_error=- | calibrated_from_bp=- | calibrated_to_bp=- | source_age=8th millennium BC | source_mean_years_bp=9000 | period=Mesolithic VIII millennio BC | group=EUW-A | zooarch_status=Wild | combined_status=Wild | secondary_zooarch_status=Wild | published=N | chronology_disposition=refused_context_only_unresolved_age_semantics | domestication_disposition=excluded_wild",supplementary_table_row,site_level_localities,,,,,,unknown,false,domesticated_core,This locality is backed by direct sample rows recovered from the supplementary table; chronology remains sample-owned when its records have different dates.,
PRJEB30282,Sus scrofa domesticus,pig,Lchashen,Armenia,10.1073/pnas.1901169116,https://doi.org/10.1073/pnas.1901169116,,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html || data/adna/governance/source_library/papers/10.1073-pnas.1901169116/supplementary/pnas.1901169116.sd01.xlsx,supplementary_spreadsheet_row,sample_accession:SAMEA5160901 || Sheet1!row1794,ENA archive metadata identifies sample SAMEA5160901 as Sus scrofa (tax_id 9823). || AA111 | previous_extraction_code=GL187 | mtdna_accession=DQ872987 | source=Ninna Manaseryan | museum_or_sample_code=2 | additional_sample_information=- | location=Lchashen | country=Armenia | radiocarbon_lab=- | uncalibrated_date=- | uncalibrated_error=- | calibrated_from_bp=- | calibrated_to_bp=- | source_age=13th-12th cent BC | source_mean_years_bp=3100 | period=Late Bronze/eary Iron | group=NED-A | zooarch_status=Domestic | combined_status=Domestic | secondary_zooarch_status=Domestic | published=Y | chronology_disposition=refused_context_only_unresolved_age_semantics | domestication_disposition=excluded_unreviewed_domesticated_scope,supplementary_table_row,site_level_localities,,,,,,unknown,false,domesticated_core,This locality is backed by direct sample rows recovered from the supplementary table; chronology remains sample-owned when its records have different dates.,
PRJEB30282,Sus scrofa domesticus,pig,Le Taï (Grotte du Tai),France,10.1073/pnas.1901169116,https://doi.org/10.1073/pnas.1901169116,,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html || data/adna/governance/source_library/papers/10.1073-pnas.1901169116/supplementary/pnas.1901169116.sd01.xlsx,supplementary_spreadsheet_row,sample_accession:SAMEA5160982 || Sheet1!row981,"ENA archive metadata identifies sample SAMEA5160982 as Sus scrofa (tax_id 9823). || AA294 | previous_extraction_code=GL1145 | mtdna_accession=- | source=Jean-Denis Vigne / Allowen Evin | museum_or_sample_code=Tai Sus 1, L15 AN43 d39 | additional_sample_information=Epicardial | location=Le Taï (Grotte du Tai) | country=France | radiocarbon_lab=- | uncalibrated_date=- | uncalibrated_error=- | calibrated_from_bp=- | calibrated_to_bp=- | source_age=5300 to 5100 cal. BC | source_mean_years_bp=7200 | period=Early Neolithic | group=EUU-A | zooarch_status=Unknown | combined_status=Unknown | secondary_zooarch_status=Unknown | published=N | chronology_disposition=refused_context_only_unresolved_age_semantics | domestication_disposition=excluded_domestication_unknown",supplementary_table_row,site_level_localities,,,,,,unknown,false,domesticated_core,This locality is backed by direct sample rows recovered from the supplementary table; chronology remains sample-owned when its records have different dates.,
PRJEB30282,Sus scrofa domesticus,pig,Leilan,Syria,10.1073/pnas.1901169116,https://doi.org/10.1073/pnas.1901169116,,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html || data/adna/governance/source_library/papers/10.1073-pnas.1901169116/supplementary/pnas.1901169116.sd01.xlsx,supplementary_spreadsheet_row,sample_accession:SAMEA5160908 || Sheet1!row1772,"ENA archive metadata identifies sample SAMEA5160908 as Sus scrofa (tax_id 9823). || AA120 | previous_extraction_code=LG281 | mtdna_accession=JX894020 | source=Melinda Zeder | museum_or_sample_code=DNA sample 2, Pin 959, 76-E-19, lot 2 | additional_sample_information=Lower Town | location=Leilan | country=Syria | radiocarbon_lab=- | uncalibrated_date=- | uncalibrated_error=- | calibrated_from_bp=- | calibrated_to_bp=- | source_age=~ 2,300 BC | source_mean_years_bp=4300 | period=Akkadian | group=NEU-A | zooarch_status=Unknown | combined_status=Unknown | secondary_zooarch_status=Unknown | published=Y | chronology_disposition=refused_context_only_unresolved_age_semantics | domestication_disposition=excluded_domestication_unknown",supplementary_table_row,site_level_localities,,,,,,unknown,false,domesticated_core,This locality is backed by direct sample rows recovered from the supplementary table; chronology remains sample-owned when its records have different dates.,
PRJEB30282,Sus scrofa domesticus,pig,Londerzeel,Belgium,10.1073/pnas.1901169116,https://doi.org/10.1073/pnas.1901169116,,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html || data/adna/governance/source_library/papers/10.1073-pnas.1901169116/supplementary/pnas.1901169116.sd01.xlsx,supplementary_spreadsheet_row,sample_accession:SAMEA5160970 || Sheet1!row356,ENA archive metadata identifies sample SAMEA5160970 as Sus scrofa (tax_id 9823). || AA280 | previous_extraction_code=- | mtdna_accession=- | source=Anton Ervynck | museum_or_sample_code=LM 89.3 | additional_sample_information=MO isol. teeth Early MA 89.3 | location=Londerzeel | country=Belgium | radiocarbon_lab=- | uncalibrated_date=- | uncalibrated_error=- | calibrated_from_bp=- | calibrated_to_bp=- | source_age=end 13th- early 14th c. AD | source_mean_years_bp=700 | period=Late Medieval | group=EUD-A | zooarch_status=Domestic | combined_status=Domestic | secondary_zooarch_status=Domestic | published=N | chronology_disposition=refused_context_only_unresolved_age_semantics | domestication_disposition=excluded_unreviewed_domesticated_scope,supplementary_table_row,site_level_localities,,,,,,unknown,false,domesticated_core,This locality is backed by direct sample rows recovered from the supplementary table; chronology remains sample-owned when its records have different dates.,
PRJEB30282,Sus scrofa domesticus,pig,Madzhari,Macedonia (FYROM),10.1073/pnas.1901169116,https://doi.org/10.1073/pnas.1901169116,,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html || data/adna/governance/source_library/papers/10.1073-pnas.1901169116/supplementary/pnas.1901169116.sd01.xlsx,supplementary_spreadsheet_row,sample_accession:SAMEA5161162 || Sheet1!row1658,ENA archive metadata identifies sample SAMEA5161162 as Sus scrofa (tax_id 9823). || BLT022 | previous_extraction_code=LG770 | mtdna_accession=- | source=Lionel Gourichon | museum_or_sample_code=MDI04-4074 | additional_sample_information=Level 4A | location=Madzhari | country=Macedonia (FYROM) | radiocarbon_lab=- | uncalibrated_date=- | uncalibrated_error=- | calibrated_from_bp=- | calibrated_to_bp=- | source_age=ca. 5800-5500 cal. BC | source_mean_years_bp=7650 | period=Middle Neolithic | group=EUD-A | zooarch_status=Domestic | combined_status=Domestic | secondary_zooarch_status=Domestic | published=N | chronology_disposition=refused_context_only_unresolved_age_semantics | domestication_disposition=excluded_unreviewed_domesticated_scope,supplementary_table_row,site_level_localities,,,,,,unknown,false,domesticated_core,This locality is backed by direct sample rows recovered from the supplementary table; chronology remains sample-owned when its records have different dates.,
PRJEB30282,Sus scrofa domesticus,pig,"Miankaleh, Caspian sea",Iran,10.1073/pnas.1901169116,https://doi.org/10.1073/pnas.1901169116,,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html || data/adna/governance/source_library/papers/10.1073-pnas.1901169116/supplementary/pnas.1901169116.sd01.xlsx,supplementary_spreadsheet_row,sample_accession:SAMEA5161013 || Sheet1!row1678,"ENA archive metadata identifies sample SAMEA5161013 as Sus scrofa (tax_id 9823). || AA349 | previous_extraction_code=LG313 | mtdna_accession=- | source=Marjan Mashkour | museum_or_sample_code=MM-MkISO1 | additional_sample_information=- | location=Miankaleh, Caspian sea | country=Iran | radiocarbon_lab=- | uncalibrated_date=- | uncalibrated_error=- | calibrated_from_bp=- | calibrated_to_bp=- | source_age=Modern | source_mean_years_bp=0 | period=Modern | group=NEW | zooarch_status=Wild | combined_status=Wild | secondary_zooarch_status=Wild | published=N | chronology_disposition=refused_context_only_unresolved_age_semantics | domestication_disposition=excluded_wild",supplementary_table_row,site_level_localities,,,,,,unknown,false,domesticated_core,This locality is backed by direct sample rows recovered from the supplementary table; chronology remains sample-owned when its records have different dates.,
PRJEB30282,Sus scrofa domesticus,pig,Montaigle,Belgium,10.1073/pnas.1901169116,https://doi.org/10.1073/pnas.1901169116,,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html || data/adna/governance/source_library/papers/10.1073-pnas.1901169116/supplementary/pnas.1901169116.sd01.xlsx,supplementary_spreadsheet_row,sample_accession:SAMEA5160969 || Sheet1!row2170,ENA archive metadata identifies sample SAMEA5160969 as Sus scrofa (tax_id 9823). || AA279 | previous_extraction_code=GL158 | mtdna_accession=KR075788 | source=Sophie Van Poucke | museum_or_sample_code=MO B006 | additional_sample_information=- | location=Montaigle | country=Belgium | radiocarbon_lab=- | uncalibrated_date=- | uncalibrated_error=- | calibrated_from_bp=- | calibrated_to_bp=- | source_age=Late 2nd - 5th Century AD | source_mean_years_bp=1440 | period=Roman | group=EUD-A | zooarch_status=Domestic | combined_status=Domestic | secondary_zooarch_status=Domestic | published=Y | chronology_disposition=refused_context_only_unresolved_age_semantics | domestication_disposition=excluded_unreviewed_domesticated_scope,supplementary_table_row,site_level_localities,,,,,,unknown,false,domesticated_core,This locality is backed by direct sample rows recovered from the supplementary table; chronology remains sample-owned when its records have different dates.,
PRJEB30282,Sus scrofa domesticus,pig,"Mount Petrino (Mondragone, Caserta)",Italy,10.1073/pnas.1901169116,https://doi.org/10.1073/pnas.1901169116,,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html || data/adna/governance/source_library/papers/10.1073-pnas.1901169116/supplementary/pnas.1901169116.sd01.xlsx,supplementary_spreadsheet_row,sample_accession:SAMEA5161136 || Sheet1!row642,"ENA archive metadata identifies sample SAMEA5161136 as Sus scrofa (tax_id 9823). || AL1116 | previous_extraction_code=- | mtdna_accession=- | source=Domenico Fulgione | museum_or_sample_code=MIMMO1 | additional_sample_information=- | location=Mount Petrino (Mondragone, Caserta) | country=Italy | radiocarbon_lab=- | uncalibrated_date=- | uncalibrated_error=- | calibrated_from_bp=- | calibrated_to_bp=- | source_age=about 1000 BP | source_mean_years_bp=1000 | period=- | group=EUU-A | zooarch_status=Unknown | combined_status=Unknown | secondary_zooarch_status=Unknown | published=N | chronology_disposition=refused_context_only_unresolved_age_semantics | domestication_disposition=excluded_domestication_unknown",supplementary_table_row,site_level_localities,,,,,,unknown,false,domesticated_core,This locality is backed by direct sample rows recovered from the supplementary table; chronology remains sample-owned when its records have different dates.,
PRJEB30282,Sus scrofa domesticus,pig,Mureybet,Syria,10.1073/pnas.1901169116,https://doi.org/10.1073/pnas.1901169116,,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html || data/adna/governance/source_library/papers/10.1073-pnas.1901169116/supplementary/pnas.1901169116.sd01.xlsx,supplementary_spreadsheet_row,sample_accession:SAMEA5161019 || Sheet1!row1660,ENA archive metadata identifies sample SAMEA5161019 as Sus scrofa (tax_id 9823). || AA355 | previous_extraction_code=LG371 | mtdna_accession=- | source=Lionel Gourichon | museum_or_sample_code=330 | additional_sample_information=- | location=Mureybet | country=Syria | radiocarbon_lab=- | uncalibrated_date=- | uncalibrated_error=- | calibrated_from_bp=- | calibrated_to_bp=- | source_age=10000-8800 cal. BC | source_mean_years_bp=11400 | period=Pre-Pottery Neolithic A | group=NEU-A | zooarch_status=Unknown | combined_status=Unknown | secondary_zooarch_status=Unknown | published=N | chronology_disposition=refused_context_only_unresolved_age_semantics | domestication_disposition=excluded_domestication_unknown,supplementary_table_row,site_level_localities,,,,,,unknown,false,domesticated_core,This locality is backed by direct sample rows recovered from the supplementary table; chronology remains sample-owned when its records have different dates.,
PRJEB30282,Sus scrofa domesticus,pig,Măgura,Romania,10.1073/pnas.1901169116,https://doi.org/10.1073/pnas.1901169116,,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html || data/adna/governance/source_library/papers/10.1073-pnas.1901169116/supplementary/pnas.1901169116.sd01.xlsx,supplementary_spreadsheet_row,sample_accession:SAMEA5161153 || Sheet1!row13,"ENA archive metadata identifies sample SAMEA5161153 as Sus scrofa (tax_id 9823). || BLT009 | previous_extraction_code=LG434 | mtdna_accession=KJ416023.1 | source=Adrian Balasescu | museum_or_sample_code=MAG_04 | additional_sample_information=Starčevo Criș culture, phase I; 2009, C51, SU 2743 | location=Măgura | country=Romania | radiocarbon_lab=- | uncalibrated_date=- | uncalibrated_error=- | calibrated_from_bp=- | calibrated_to_bp=- | source_age=6100-5900 BC | source_mean_years_bp=8000 | period=Early Neolithic | group=BLW-A | zooarch_status=Wild | combined_status=Wild | secondary_zooarch_status=Wild | published=Y | chronology_disposition=refused_context_only_unresolved_age_semantics | domestication_disposition=excluded_wild",supplementary_table_row,site_level_localities,,,,,,unknown,false,domesticated_core,This locality is backed by direct sample rows recovered from the supplementary table; chronology remains sample-owned when its records have different dates.,
PRJEB30282,Sus scrofa domesticus,pig,Nivå,Denmark,10.1073/pnas.1901169116,https://doi.org/10.1073/pnas.1901169116,,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html || data/adna/governance/source_library/papers/10.1073-pnas.1901169116/supplementary/pnas.1901169116.sd01.xlsx,supplementary_spreadsheet_row,sample_accession:SAMEA5160866 || Sheet1!row1214,ENA archive metadata identifies sample SAMEA5160866 as Sus scrofa (tax_id 9823). || AA014 | previous_extraction_code=GL307 | mtdna_accession=- | source=Kim Aaris-Sørensen | museum_or_sample_code=ZMK 11 | additional_sample_information=- | location=Nivå | country=Denmark | radiocarbon_lab=- | uncalibrated_date=- | uncalibrated_error=- | calibrated_from_bp=- | calibrated_to_bp=- | source_age=5400-4500 BC | source_mean_years_bp=6950 | period=Late Mesolithic | group=EUW-A | zooarch_status=Wild | combined_status=Wild | secondary_zooarch_status=Wild | published=N | chronology_disposition=refused_context_only_unresolved_age_semantics | domestication_disposition=excluded_wild,supplementary_table_row,site_level_localities,,,,,,unknown,false,domesticated_core,This locality is backed by direct sample rows recovered from the supplementary table; chronology remains sample-owned when its records have different dates.,
PRJEB30282,Sus scrofa domesticus,pig,North Sea,Netherlands,10.1073/pnas.1901169116,https://doi.org/10.1073/pnas.1901169116,,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html || data/adna/governance/source_library/papers/10.1073-pnas.1901169116/supplementary/pnas.1901169116.sd01.xlsx,supplementary_spreadsheet_row,sample_accession:SAMEA5161170 || Sheet1!row1525,ENA archive metadata identifies sample SAMEA5161170 as Sus scrofa (tax_id 9823). || GL210 | previous_extraction_code=- | mtdna_accession=DQ873186 | source=Larson et al. 2007 | museum_or_sample_code=JG202 | additional_sample_information=- | location=North Sea | country=Netherlands | radiocarbon_lab=- | uncalibrated_date=- | uncalibrated_error=- | calibrated_from_bp=- | calibrated_to_bp=- | source_age=8435-8645 cal. BC | source_mean_years_bp=10540 | period=- | group=EUW-A | zooarch_status=Wild | combined_status=Wild | secondary_zooarch_status=Wild | published=Y | chronology_disposition=refused_context_only_unresolved_age_semantics | domestication_disposition=excluded_wild,supplementary_table_row,site_level_localities,,,,,,unknown,false,domesticated_core,This locality is backed by direct sample rows recovered from the supplementary table; chronology remains sample-owned when its records have different dates.,
PRJEB30282,Sus scrofa domesticus,pig,Noyen,France,10.1073/pnas.1901169116,https://doi.org/10.1073/pnas.1901169116,,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html || data/adna/governance/source_library/papers/10.1073-pnas.1901169116/supplementary/pnas.1901169116.sd01.xlsx,supplementary_spreadsheet_row,sample_accession:SAMEA5161021 || Sheet1!row977,ENA archive metadata identifies sample SAMEA5161021 as Sus scrofa (tax_id 9823). || AA357 | previous_extraction_code=GL301 | mtdna_accession=- | source=Jean-Denis Vigne | museum_or_sample_code=501 | additional_sample_information=- | location=Noyen | country=France | radiocarbon_lab=- | uncalibrated_date=- | uncalibrated_error=- | calibrated_from_bp=- | calibrated_to_bp=- | source_age=9th millennium cal. BC | source_mean_years_bp=10000 | period=Middle Mesolithic | group=EUW-A | zooarch_status=Wild | combined_status=Wild | secondary_zooarch_status=Wild | published=N | chronology_disposition=refused_context_only_unresolved_age_semantics | domestication_disposition=excluded_wild,supplementary_table_row,site_level_localities,,,,,,unknown,false,domesticated_core,This locality is backed by direct sample rows recovered from the supplementary table; chronology remains sample-owned when its records have different dates.,
PRJEB30282,Sus scrofa domesticus,pig,Oudenburg,Belgium,10.1073/pnas.1901169116,https://doi.org/10.1073/pnas.1901169116,,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html || data/adna/governance/source_library/papers/10.1073-pnas.1901169116/supplementary/pnas.1901169116.sd01.xlsx,supplementary_spreadsheet_row,sample_accession:SAMEA5160972 || Sheet1!row359,ENA archive metadata identifies sample SAMEA5160972 as Sus scrofa (tax_id 9823). || AA283 | previous_extraction_code=GL825 | mtdna_accession=- | source=Anton Ervynck | museum_or_sample_code=OUD SPEG 2000D | additional_sample_information=- | location=Oudenburg | country=Belgium | radiocarbon_lab=- | uncalibrated_date=- | uncalibrated_error=- | calibrated_from_bp=- | calibrated_to_bp=- | source_age=late 2nd - early 5th c. AD | source_mean_years_bp=1440 | period=Late Roman/Early Medieval | group=EUD-A | zooarch_status=Domestic | combined_status=Domestic | secondary_zooarch_status=Domestic | published=Y | chronology_disposition=refused_context_only_unresolved_age_semantics | domestication_disposition=excluded_unreviewed_domesticated_scope,supplementary_table_row,site_level_localities,,,,,,unknown,false,domesticated_core,This locality is backed by direct sample rows recovered from the supplementary table; chronology remains sample-owned when its records have different dates.,
PRJEB30282,Sus scrofa domesticus,pig,Oulens,France,10.1073/pnas.1901169116,https://doi.org/10.1073/pnas.1901169116,,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html || data/adna/governance/source_library/papers/10.1073-pnas.1901169116/supplementary/pnas.1901169116.sd01.xlsx,supplementary_spreadsheet_row,sample_accession:SAMEA5160976 || Sheet1!row983,ENA archive metadata identifies sample SAMEA5160976 as Sus scrofa (tax_id 9823). || AA287 | previous_extraction_code=GL490 | mtdna_accession=DQ873158 | source=Jean-Denis Vigne / Daniel Helmer | museum_or_sample_code=BO88-P17-Ch6 | additional_sample_information=Cardial | location=Oulens | country=France | radiocarbon_lab=AA-62269 | uncalibrated_date=6185 | uncalibrated_error=68 | calibrated_from_bp=7256 | calibrated_to_bp=6913 | source_age=- | source_mean_years_bp=7085 | period=Early Neolithic | group=EUW-A | zooarch_status=Wild | combined_status=Wild | secondary_zooarch_status=Wild | published=Y | chronology_disposition=refused_context_only_unresolved_age_semantics | domestication_disposition=excluded_wild,supplementary_table_row,site_level_localities,,,,,,unknown,false,domesticated_core,This locality is backed by direct sample rows recovered from the supplementary table; chronology remains sample-owned when its records have different dates.,
PRJEB30282,Sus scrofa domesticus,pig,Parkhai Karakala,Turkmenistan,10.1073/pnas.1901169116,https://doi.org/10.1073/pnas.1901169116,,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html || data/adna/governance/source_library/papers/10.1073-pnas.1901169116/supplementary/pnas.1901169116.sd01.xlsx,supplementary_spreadsheet_row,sample_accession:SAMEA5160913 || Sheet1!row1147,ENA archive metadata identifies sample SAMEA5160913 as Sus scrofa (tax_id 9823). || AA133 | previous_extraction_code=- | mtdna_accession=- | source=Keith Dobney | museum_or_sample_code=D003548 | additional_sample_information=- | location=Parkhai Karakala | country=Turkmenistan | radiocarbon_lab=- | uncalibrated_date=- | uncalibrated_error=- | calibrated_from_bp=- | calibrated_to_bp=- | source_age=Modern | source_mean_years_bp=0 | period=Modern | group=NEW | zooarch_status=Wild | combined_status=Wild | secondary_zooarch_status=Wild | published=N | chronology_disposition=refused_context_only_unresolved_age_semantics | domestication_disposition=excluded_wild,supplementary_table_row,site_level_localities,,,,,,unknown,false,domesticated_core,This locality is backed by direct sample rows recovered from the supplementary table; chronology remains sample-owned when its records have different dates.,
PRJEB30282,Sus scrofa domesticus,pig,Pločnik,Serbia,10.1073/pnas.1901169116,https://doi.org/10.1073/pnas.1901169116,,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html || data/adna/governance/source_library/papers/10.1073-pnas.1901169116/supplementary/pnas.1901169116.sd01.xlsx,supplementary_spreadsheet_row,sample_accession:SAMEA5160928 || Sheet1!row995,"ENA archive metadata identifies sample SAMEA5160928 as Sus scrofa (tax_id 9823). || AA211 | previous_extraction_code=- | mtdna_accession=- | source=Jelena Bulatović / David Orton | museum_or_sample_code=4124, S21 | additional_sample_information=Horizon 4 | location=Pločnik | country=Serbia | radiocarbon_lab=- | uncalibrated_date=- | uncalibrated_error=- | calibrated_from_bp=- | calibrated_to_bp=- | source_age=5100-5000 to 5025-4950 cal. BC | source_mean_years_bp=6750 | period=Neolithic | group=BLW-A | zooarch_status=Wild | combined_status=Wild | secondary_zooarch_status=Wild | published=N | chronology_disposition=refused_context_only_unresolved_age_semantics | domestication_disposition=excluded_wild",supplementary_table_row,site_level_localities,,,,,,unknown,false,domesticated_core,This locality is backed by direct sample rows recovered from the supplementary table; chronology remains sample-owned when its records have different dates.,
PRJEB30282,Sus scrofa domesticus,pig,Popesti,Romania,10.1073/pnas.1901169116,https://doi.org/10.1073/pnas.1901169116,,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html || data/adna/governance/source_library/papers/10.1073-pnas.1901169116/supplementary/pnas.1901169116.sd01.xlsx,supplementary_spreadsheet_row,sample_accession:SAMEA5160886 || Sheet1!row2258,ENA archive metadata identifies sample SAMEA5160886 as Sus scrofa (tax_id 9823). || AA079 | previous_extraction_code=GL1031 | mtdna_accession=- | source=Valentin Dumitrascu | museum_or_sample_code=13 | additional_sample_information=Govora-Fundeni culture; pit | location=Popesti | country=Romania | radiocarbon_lab=- | uncalibrated_date=- | uncalibrated_error=- | calibrated_from_bp=- | calibrated_to_bp=- | source_age=1400-1300 BC | source_mean_years_bp=3350 | period=Bronze Age | group=EUD-A | zooarch_status=Domestic | combined_status=Domestic | secondary_zooarch_status=Domestic | published=N | chronology_disposition=refused_context_only_unresolved_age_semantics | domestication_disposition=excluded_unreviewed_domesticated_scope,supplementary_table_row,site_level_localities,,,,,,unknown,false,domesticated_core,This locality is backed by direct sample rows recovered from the supplementary table; chronology remains sample-owned when its records have different dates.,
PRJEB30282,Sus scrofa domesticus,pig,Pupicina,Croatia,10.1073/pnas.1901169116,https://doi.org/10.1073/pnas.1901169116,,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html || data/adna/governance/source_library/papers/10.1073-pnas.1901169116/supplementary/pnas.1901169116.sd01.xlsx,supplementary_spreadsheet_row,sample_accession:SAMEA5161071 || Sheet1!row2133,ENA archive metadata identifies sample SAMEA5161071 as Sus scrofa (tax_id 9823). || AA456 | previous_extraction_code=GL983 | mtdna_accession=- | source=Preston Miracle | museum_or_sample_code=PUP98 1161.7(202) | additional_sample_information=- | location=Pupicina | country=Croatia | radiocarbon_lab=- | uncalibrated_date=- | uncalibrated_error=- | calibrated_from_bp=- | calibrated_to_bp=- | source_age=9450-10050 cal. BP Beta-131626 | source_mean_years_bp=9750 | period=Mesolithic | group=EUW-A | zooarch_status=Wild | combined_status=Wild | secondary_zooarch_status=Wild | published=N | chronology_disposition=refused_context_only_unresolved_age_semantics | domestication_disposition=excluded_wild,supplementary_table_row,site_level_localities,,,,,,unknown,false,domesticated_core,This locality is backed by direct sample rows recovered from the supplementary table; chronology remains sample-owned when its records have different dates.,
PRJEB30282,Sus scrofa domesticus,pig,Roucadour,France,10.1073/pnas.1901169116,https://doi.org/10.1073/pnas.1901169116,,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html || data/adna/governance/source_library/papers/10.1073-pnas.1901169116/supplementary/pnas.1901169116.sd01.xlsx,supplementary_spreadsheet_row,sample_accession:SAMEA5161171 || Sheet1!row1552,"ENA archive metadata identifies sample SAMEA5161171 as Sus scrofa (tax_id 9823). || GL321 | previous_extraction_code=- | mtdna_accession=DQ873155 | source=Larson et al. 2007 | museum_or_sample_code=- | additional_sample_information=Chasséen | location=Roucadour | country=France | radiocarbon_lab=- | uncalibrated_date=- | uncalibrated_error=- | calibrated_from_bp=- | calibrated_to_bp=- | source_age=c.4,200-3,500 cal. BC | source_mean_years_bp=5850 | period=Middle Neolithic | group=EUW-A | zooarch_status=Wild | combined_status=Wild | secondary_zooarch_status=Wild | published=Y | chronology_disposition=refused_context_only_unresolved_age_semantics | domestication_disposition=excluded_wild",supplementary_table_row,site_level_localities,,,,,,unknown,false,domesticated_core,This locality is backed by direct sample rows recovered from the supplementary table; chronology remains sample-owned when its records have different dates.,
