project_accession,species_latin_name,source_surface,source_claim_scope,supporting_sample_count,original_locality_text,resolved_locality_text,locality_class,site_name,municipality_name,region_name,country_name,broader_geography,geocoding_safe_token,source_artifact_path,source_artifact_kind,source_locator,source_excerpt
PRJEB90261,Capra hircus,supplementary_table,sample_owned_locality,1,Aguadulce,Aguadulce,excavation_site,Aguadulce,,,Gran Canaria,,aguadulce,data/adna/governance/source_library/papers/10.1016-j.isci.2025.113771/supplementary/1-s2.0-S2589004225020322-mmc3.xlsx,supplementary_spreadsheet_row,Table S2!row31,29 | CHIC-0028 | PGULL-1961 | LLD-1061 | Gran_Canaria | Aguadulce | 27.963740999999999 | -15.381411999999999 | 11th - 12th centuries CE (SUII) | Yes | No | Yes | 8.4459999999999993E-2 | 46.513300000000001 | 9.3582399999999996E-2 | 28271 | 1 | 78.129800000000003 | Yes | A8 |  108G [1230iA] 2705T | 1 
PRJEB90261,Capra hircus,supplementary_table,sample_owned_locality,1,Belmaco,Belmaco,excavation_site,Belmaco,,,La Palma,,belmaco,data/adna/governance/source_library/papers/10.1016-j.isci.2025.113771/supplementary/1-s2.0-S2589004225020322-mmc3.xlsx,supplementary_spreadsheet_row,Table S2!row6,4 | CHIC-0004 | PGULL-2197 | LLD-1402 | La_Palma | Belmaco | 28.578600000000002 | -17.776199999999999 | 11th - 12th centuries CE (SU17-18) | Yes | No | Yes | 0.50455000000000005 | 68.465100000000007 | 0.197329 | 57938 | 1 | 223.239 | Yes | A2a  |  6138T 7886C 8457A 11981T 15145C | 1 | 191.321 | Yes 
PRJEB90261,Capra hircus,supplementary_table,sample_owned_locality,1,Buracas,Buracas,excavation_site,Buracas,,,La Palma,,buracas,data/adna/governance/source_library/papers/10.1016-j.isci.2025.113771/supplementary/1-s2.0-S2589004225020322-mmc3.xlsx,supplementary_spreadsheet_row,Table S2!row7,5 | CHIC-0005 | PGULL-2201 | LLD-1404 | La_Palma | Buracas | 28.792400000000001 | -17.976500000000001 | 6th - 8th centuries CE (SU15) | Yes | No | No | 0.14019999999999999 | 80.254999999999995 | 0.29023100000000002 | 28732 | 1 | 129.85300000000001 | Yes | A8 | - | 1 | 111.098 | Yes | Reference | 3.0
PRJEB90261,Capra hircus,supplementary_table,sample_owned_locality,2,Caserones,Caserones,excavation_site,Caserones,,,Gran Canaria,,caserones,data/adna/governance/source_library/papers/10.1016-j.isci.2025.113771/supplementary/1-s2.0-S2589004225020322-mmc3.xlsx,supplementary_spreadsheet_row,Table S2!row30,28 | CHIC-0029 | PGULL-2144 | LLD-1396 | Gran_Canaria | Caserones | 28.002673999999999 | -15.813492 | 13th - 14th centuries CE (SU13) | Yes | No | Yes | 2.5360000000000001E-2 | 44.540799999999997 | 0.127273 | 5971 | 0.99735600000000002 | 15.7836 | Yes | A8 | - | 1 | 12.994199999999999 | No | - | 3.4
PRJEB90261,Capra hircus,supplementary_table,sample_owned_locality,1,Cueva de Bencomo,Cueva de Bencomo,excavation_site,Cueva de Bencomo,,,Tenerife,,cuevadebencomo,data/adna/governance/source_library/papers/10.1016-j.isci.2025.113771/supplementary/1-s2.0-S2589004225020322-mmc3.xlsx,supplementary_spreadsheet_row,Table S2!row21,19 | CHIC-0019 | PGULL-1786 | LLD-0893 | Tenerife | Cueva de Bencomo | 28.4071 | -16.5061 | 7th - 11th centuries CE (SU2) | Yes | Yes | Yes | 2.9399999999999999E-2 | 45.2318 | 0.24329200000000001 | 28375 | 1 | 75.704400000000007 | Yes | A8a |  3194A 6330A | 1 | 64.469899999999996 | Yes | 15898A [164
PRJEB90261,Capra hircus,supplementary_table,sample_owned_locality,3,Cueva de la Herradura,Cueva de la Herradura,excavation_site,Cueva de la Herradura,,,El Hierro,,cuevadelaherradura,data/adna/governance/source_library/papers/10.1016-j.isci.2025.113771/supplementary/1-s2.0-S2589004225020322-mmc3.xlsx,supplementary_spreadsheet_row,Table S2!row3,1 | CHIC-0001 | PGULL-1962 | LLD-1062 | El_Hierro | Cueva de la Herradura | 27.640201000000001 | -17.989809000000001 | 3rd - 4th centuries CE (SU110) | Yes | No | Yes | 2.8199999999999999E-2 | 42.401299999999999 | 0.103161 | 16194 | 0.99399099999999996 | 40.857399999999998 | Yes | A8a | - | 0.919209
PRJEB90261,Capra hircus,supplementary_table,sample_owned_locality,13,Cueva de Villaverde,Cueva de Villaverde,excavation_site,Cueva de Villaverde,,,Fuerteventura,,cuevadevillaverde,data/adna/governance/source_library/papers/10.1016-j.isci.2025.113771/supplementary/1-s2.0-S2589004225020322-mmc3.xlsx,supplementary_spreadsheet_row,Table S2!row40,38 | CHIC-0038 | PGULL-1233 | LLD-0478 | Fuerteventura | Cueva de Villaverde | 28.637195999999999 | -13.899853999999999 | 6th - 12th centuries CE (site) | Yes | No | No | 8.77E-3 | 42.529200000000003 | 0.27191300000000002 | 10258 | 0.99050700000000003 | 25.663900000000002 | No | A8  |  10586T | 0.93
PRJEB90261,Capra hircus,supplementary_table,sample_owned_locality,1,Cuevas de Herrera González,Cuevas de Herrera González,excavation_site,Cuevas de Herrera González,,,La Gomera,,cuevasdeherreragonzález,data/adna/governance/source_library/papers/10.1016-j.isci.2025.113771/supplementary/1-s2.0-S2589004225020322-mmc3.xlsx,supplementary_spreadsheet_row,Table S2!row20,18 | CHIC-0018 | PGULL-0529 | LLD-0471 | La_Gomera | Cuevas de Herrera González | 28.174384 | -17.323678999999998 | 15th century CE (SU6) | Yes | Yes | Yes | 2.5270000000000001E-2 | 49.3108 | 0.228326 | 106005 | 1 | 306.40699999999998 | Yes | A8a |  15120A | 1 | 279.37599999999998 | Yes | [16498dC] 
PRJEB90261,Capra hircus,supplementary_table,sample_owned_locality,1,El Chorrillo,El Chorrillo,excavation_site,El Chorrillo,,,Tenerife,,elchorrillo,data/adna/governance/source_library/papers/10.1016-j.isci.2025.113771/supplementary/1-s2.0-S2589004225020322-mmc3.xlsx,supplementary_spreadsheet_row,Table S2!row24,22 | CHIC-0022 | PGULL-2220 | LLD-1419 | Tenerife | El Chorrillo | 28.422000000000001 | -16.313300000000002 | 13th - 14th centuries CE (SU8) | Yes | No | No | 1.7559999999999999E-2 | 54.974299999999999 | 8.9034500000000003E-2 | 31227 | 1 | 102.53400000000001 | Yes | A8 |  7136G 8060C 8824C | 1 | 87.
PRJEB90261,Capra hircus,supplementary_table,sample_owned_locality,3,El Lomito del Medio,El Lomito del Medio,excavation_site,El Lomito del Medio,,,La Gomera,,ellomitodelmedio,data/adna/governance/source_library/papers/10.1016-j.isci.2025.113771/supplementary/1-s2.0-S2589004225020322-mmc3.xlsx,supplementary_spreadsheet_row,Table S2!row12,10 | CHIC-0010 | PGULL-0515 | LLD-0093 | La_Gomera | El Lomito del Medio | 28.085573 | -17.149227 | 7th - 8th centuries CE (SU2) | Yes | Yes | Yes | 1.17E-3 | 41.489100000000001 | 0.268293 | 14129 | 0.99951900000000005 | 33.457999999999998 | Yes | A8a | - | 0.99505399999999999 | 26.884599999999999 |
