species_latin_name,species_common_name,project_accession,repo_stable_sample_id,preferred_sample_label,published_wording,source_wording_excerpt,provenance_surface,provenance_kind,provenance_locator,dating_basis,evidence_class,precision_posture,normalization_status,normalization_rule,uncertainty_note,time_start_bp,time_end_bp,time_mean_bp,temporal_semantics
Capra hircus,goat,PRJEB90261,prjeb90261:apor012,APOR012,86-237 cal CE (sample),74 | CHIC-0074 | APOR012 | APOR012 | Burgos | El Portalón | 42.285299999999999 | -3.8334999999999999 | 86-237 cal CE (sample) | No | No | No | 0.31258613200000002 | 93.120400000000004 | 0.239062 | 6107 | 0.99982000000000004 | 32.772399999999998 | Yes | A4 | 2217T | 0.99752700000000005 | 28.508700000,data/adna/governance/source_library/papers/10.1016-j.isci.2025.113771/supplementary/1-s2.0-S2589004225020322-mmc3.xlsx,supplementary_spreadsheet_row,Table S2!row76,historical_and_archaeological_context,historical_or_recent_date,sample_approximate_or_modeled,text_only_unparsed,publish the wording as text and refuse fake numeric precision,Sample-owned chronology text disagrees with the project-level chronology wording.,,,,"{'schema_version': 'temporal-semantics.v1', 'source_family': 'animal_adna', 'evidence_class': 'historical_or_recent_date', 'precision_posture': 'sample_approximate_or_modeled', 'comparability_posture': 'numeric_interval_with_caveat', 'summary_label': '86-237 cal CE (sample)', 'temporal_window_key': 'unresolved', 'temporal_window_label': 'Unresolved time window', 'time_start_bp': None, 'time_end_bp': None, 'time_mean_bp': None, 'duration_years': None, 'comparison_note': 'Sample-owned chronology text disagrees with the project-level chronology wording.', 'provenance_path': 'data/adna/governance/source_library/papers/10.1016-j.isci.2025.113771/supplementary/1-s2.0-S2589004225020322-mmc3.xlsx', 'provenance_locator': 'Table S2!row76', 'provenance_excerpt': '74 | CHIC-0074 | APOR012 | APOR012 | Burgos | El Portalón | 42.285299999999999 | -3.8334999999999999 | 86-237 cal CE (sample) | No | No | No | 0.31258613200000002 | 93.120400000000004 | 0.239062 | 6107 | 0.99982000000000004 | 32.772399999999998 | Yes | A4 | 2217T | 0.99752700000000005 | 28.508700000', 'original_labels': ['86-237 cal CE (sample)'], 'normalized_labels': [], 'uncertainty_notes': []}"
Capra hircus,goat,PRJEB90261,prjeb90261:pgull-0515,PGULL-0515,7th - 8th centuries CE (SU2),10 | CHIC-0010 | PGULL-0515 | LLD-0093 | La_Gomera | El Lomito del Medio | 28.085573 | -17.149227 | 7th - 8th centuries CE (SU2) | Yes | Yes | Yes | 1.17E-3 | 41.489100000000001 | 0.268293 | 14129 | 0.99951900000000005 | 33.457999999999998 | Yes | A8a | - | 0.99505399999999999 | 26.884599999999999 |,data/adna/governance/source_library/papers/10.1016-j.isci.2025.113771/supplementary/1-s2.0-S2589004225020322-mmc3.xlsx,supplementary_spreadsheet_row,Table S2!row12,historical_and_archaeological_context,historical_or_recent_date,sample_approximate_or_modeled,text_only_unparsed,publish the wording as text and refuse fake numeric precision,Sample-owned chronology text disagrees with the project-level chronology wording.,,,,"{'schema_version': 'temporal-semantics.v1', 'source_family': 'animal_adna', 'evidence_class': 'historical_or_recent_date', 'precision_posture': 'sample_approximate_or_modeled', 'comparability_posture': 'numeric_interval_with_caveat', 'summary_label': '7th - 8th centuries CE (SU2)', 'temporal_window_key': 'unresolved', 'temporal_window_label': 'Unresolved time window', 'time_start_bp': None, 'time_end_bp': None, 'time_mean_bp': None, 'duration_years': None, 'comparison_note': 'Sample-owned chronology text disagrees with the project-level chronology wording.', 'provenance_path': 'data/adna/governance/source_library/papers/10.1016-j.isci.2025.113771/supplementary/1-s2.0-S2589004225020322-mmc3.xlsx', 'provenance_locator': 'Table S2!row12', 'provenance_excerpt': '10 | CHIC-0010 | PGULL-0515 | LLD-0093 | La_Gomera | El Lomito del Medio | 28.085573 | -17.149227 | 7th - 8th centuries CE (SU2) | Yes | Yes | Yes | 1.17E-3 | 41.489100000000001 | 0.268293 | 14129 | 0.99951900000000005 | 33.457999999999998 | Yes | A8a | - | 0.99505399999999999 | 26.884599999999999 |', 'original_labels': ['7th - 8th centuries CE (SU2)'], 'normalized_labels': [], 'uncertainty_notes': []}"
Capra hircus,goat,PRJEB90261,prjeb90261:pgull-0518,PGULL-0518,8th - 9th centuries CE (SU6),11 | CHIC-0011 | PGULL-0518 | LLD-0463 | La_Gomera | El Lomito del Medio | 28.085573 | -17.149227 | 8th - 9th centuries CE (SU6) | Yes | Yes | Yes | 1.4540000000000001E-2 | 47.799100000000003 | 0.13714499999999999 | 29289 | 1 | 82.758799999999994 | Yes | A8a | - | 1 | 69.159899999999993 | Yes | Refe,data/adna/governance/source_library/papers/10.1016-j.isci.2025.113771/supplementary/1-s2.0-S2589004225020322-mmc3.xlsx,supplementary_spreadsheet_row,Table S2!row13,historical_and_archaeological_context,historical_or_recent_date,sample_approximate_or_modeled,text_only_unparsed,publish the wording as text and refuse fake numeric precision,Sample-owned chronology text disagrees with the project-level chronology wording.,,,,"{'schema_version': 'temporal-semantics.v1', 'source_family': 'animal_adna', 'evidence_class': 'historical_or_recent_date', 'precision_posture': 'sample_approximate_or_modeled', 'comparability_posture': 'numeric_interval_with_caveat', 'summary_label': '8th - 9th centuries CE (SU6)', 'temporal_window_key': 'unresolved', 'temporal_window_label': 'Unresolved time window', 'time_start_bp': None, 'time_end_bp': None, 'time_mean_bp': None, 'duration_years': None, 'comparison_note': 'Sample-owned chronology text disagrees with the project-level chronology wording.', 'provenance_path': 'data/adna/governance/source_library/papers/10.1016-j.isci.2025.113771/supplementary/1-s2.0-S2589004225020322-mmc3.xlsx', 'provenance_locator': 'Table S2!row13', 'provenance_excerpt': '11 | CHIC-0011 | PGULL-0518 | LLD-0463 | La_Gomera | El Lomito del Medio | 28.085573 | -17.149227 | 8th - 9th centuries CE (SU6) | Yes | Yes | Yes | 1.4540000000000001E-2 | 47.799100000000003 | 0.13714499999999999 | 29289 | 1 | 82.758799999999994 | Yes | A8a | - | 1 | 69.159899999999993 | Yes | Refe', 'original_labels': ['8th - 9th centuries CE (SU6)'], 'normalized_labels': [], 'uncertainty_notes': []}"
Capra hircus,goat,PRJEB90261,prjeb90261:pgull-0523,PGULL-0523,1st - 2nd centuries CE (SU10),12 | CHIC-0012 | PGULL-0523 | LLD-0468 | La_Gomera | El Lomito del Medio | 28.085573 | -17.149227 | 1st - 2nd centuries CE (SU10) | Yes | Yes | Yes | 1.9640000000000001E-2 | 43.913699999999999 | 0.15623100000000001 | 7602 | 0.99843800000000005 | 19.552199999999999 | Yes | A8a | - | 0.998350999999999,data/adna/governance/source_library/papers/10.1016-j.isci.2025.113771/supplementary/1-s2.0-S2589004225020322-mmc3.xlsx,supplementary_spreadsheet_row,Table S2!row14,historical_and_archaeological_context,historical_or_recent_date,sample_approximate_or_modeled,text_only_unparsed,publish the wording as text and refuse fake numeric precision,Sample-owned chronology text disagrees with the project-level chronology wording.,,,,"{'schema_version': 'temporal-semantics.v1', 'source_family': 'animal_adna', 'evidence_class': 'historical_or_recent_date', 'precision_posture': 'sample_approximate_or_modeled', 'comparability_posture': 'numeric_interval_with_caveat', 'summary_label': '1st - 2nd centuries CE (SU10)', 'temporal_window_key': 'unresolved', 'temporal_window_label': 'Unresolved time window', 'time_start_bp': None, 'time_end_bp': None, 'time_mean_bp': None, 'duration_years': None, 'comparison_note': 'Sample-owned chronology text disagrees with the project-level chronology wording.', 'provenance_path': 'data/adna/governance/source_library/papers/10.1016-j.isci.2025.113771/supplementary/1-s2.0-S2589004225020322-mmc3.xlsx', 'provenance_locator': 'Table S2!row14', 'provenance_excerpt': '12 | CHIC-0012 | PGULL-0523 | LLD-0468 | La_Gomera | El Lomito del Medio | 28.085573 | -17.149227 | 1st - 2nd centuries CE (SU10) | Yes | Yes | Yes | 1.9640000000000001E-2 | 43.913699999999999 | 0.15623100000000001 | 7602 | 0.99843800000000005 | 19.552199999999999 | Yes | A8a | - | 0.998350999999999', 'original_labels': ['1st - 2nd centuries CE (SU10)'], 'normalized_labels': [], 'uncertainty_notes': []}"
Capra hircus,goat,PRJEB90261,prjeb90261:pgull-0529,PGULL-0529,15th century CE (SU6),18 | CHIC-0018 | PGULL-0529 | LLD-0471 | La_Gomera | Cuevas de Herrera González | 28.174384 | -17.323678999999998 | 15th century CE (SU6) | Yes | Yes | Yes | 2.5270000000000001E-2 | 49.3108 | 0.228326 | 106005 | 1 | 306.40699999999998 | Yes | A8a |  15120A | 1 | 279.37599999999998 | Yes | [16498dC] ,data/adna/governance/source_library/papers/10.1016-j.isci.2025.113771/supplementary/1-s2.0-S2589004225020322-mmc3.xlsx,supplementary_spreadsheet_row,Table S2!row20,historical_and_archaeological_context,historical_or_recent_date,sample_approximate_or_modeled,text_only_unparsed,publish the wording as text and refuse fake numeric precision,Sample-owned chronology text disagrees with the project-level chronology wording.,,,,"{'schema_version': 'temporal-semantics.v1', 'source_family': 'animal_adna', 'evidence_class': 'historical_or_recent_date', 'precision_posture': 'sample_approximate_or_modeled', 'comparability_posture': 'numeric_interval_with_caveat', 'summary_label': '15th century CE (SU6)', 'temporal_window_key': 'unresolved', 'temporal_window_label': 'Unresolved time window', 'time_start_bp': None, 'time_end_bp': None, 'time_mean_bp': None, 'duration_years': None, 'comparison_note': 'Sample-owned chronology text disagrees with the project-level chronology wording.', 'provenance_path': 'data/adna/governance/source_library/papers/10.1016-j.isci.2025.113771/supplementary/1-s2.0-S2589004225020322-mmc3.xlsx', 'provenance_locator': 'Table S2!row20', 'provenance_excerpt': '18 | CHIC-0018 | PGULL-0529 | LLD-0471 | La_Gomera | Cuevas de Herrera González | 28.174384 | -17.323678999999998 | 15th century CE (SU6) | Yes | Yes | Yes | 2.5270000000000001E-2 | 49.3108 | 0.228326 | 106005 | 1 | 306.40699999999998 | Yes | A8a |  15120A | 1 | 279.37599999999998 | Yes | [16498dC]', 'original_labels': ['15th century CE (SU6)'], 'normalized_labels': [], 'uncertainty_notes': []}"
Capra hircus,goat,PRJEB90261,prjeb90261:pgull-0533,PGULL-0533,10th - 11th centuries CE (site),14 | CHIC-0014 | PGULL-0533 | LLD-0099 | La_Gomera | La Cañada de la Gurona | 28.178343999999999 | -17.193563999999999 | 10th - 11th centuries CE (site) | Yes | No | No | 1.1990000000000001E-2 | 50.519500000000001 | 0.13683000000000001 | 16812 | 0.997116 | 50.730200000000004 | Yes | A8a | - | 0.9678,data/adna/governance/source_library/papers/10.1016-j.isci.2025.113771/supplementary/1-s2.0-S2589004225020322-mmc3.xlsx,supplementary_spreadsheet_row,Table S2!row16,historical_and_archaeological_context,historical_or_recent_date,sample_approximate_or_modeled,text_only_unparsed,publish the wording as text and refuse fake numeric precision,Sample-owned chronology text disagrees with the project-level chronology wording.,,,,"{'schema_version': 'temporal-semantics.v1', 'source_family': 'animal_adna', 'evidence_class': 'historical_or_recent_date', 'precision_posture': 'sample_approximate_or_modeled', 'comparability_posture': 'numeric_interval_with_caveat', 'summary_label': '10th - 11th centuries CE (site)', 'temporal_window_key': 'unresolved', 'temporal_window_label': 'Unresolved time window', 'time_start_bp': None, 'time_end_bp': None, 'time_mean_bp': None, 'duration_years': None, 'comparison_note': 'Sample-owned chronology text disagrees with the project-level chronology wording.', 'provenance_path': 'data/adna/governance/source_library/papers/10.1016-j.isci.2025.113771/supplementary/1-s2.0-S2589004225020322-mmc3.xlsx', 'provenance_locator': 'Table S2!row16', 'provenance_excerpt': '14 | CHIC-0014 | PGULL-0533 | LLD-0099 | La_Gomera | La Cañada de la Gurona | 28.178343999999999 | -17.193563999999999 | 10th - 11th centuries CE (site) | Yes | No | No | 1.1990000000000001E-2 | 50.519500000000001 | 0.13683000000000001 | 16812 | 0.997116 | 50.730200000000004 | Yes | A8a | - | 0.9678', 'original_labels': ['10th - 11th centuries CE (site)'], 'normalized_labels': [], 'uncertainty_notes': []}"
Capra hircus,goat,PRJEB90261,prjeb90261:pgull-0535,PGULL-0535,11th century CE (SU6; lev1),15 | CHIC-0015 | PGULL-0535 | LLD-0101 | La_Gomera | La Cañada de la Gurona | 28.178343999999999 | -17.193563999999999 | 11th century CE (SU6; lev1) | Yes | Yes | No | 1.2699999999999999E-2 | 48.230600000000003 | 0.19836999999999999 | 16225 | 0.98828300000000002 | 46.460599999999999 | Yes | A8 |  54,data/adna/governance/source_library/papers/10.1016-j.isci.2025.113771/supplementary/1-s2.0-S2589004225020322-mmc3.xlsx,supplementary_spreadsheet_row,Table S2!row17,historical_and_archaeological_context,historical_or_recent_date,sample_approximate_or_modeled,text_only_unparsed,publish the wording as text and refuse fake numeric precision,Sample-owned chronology text disagrees with the project-level chronology wording.,,,,"{'schema_version': 'temporal-semantics.v1', 'source_family': 'animal_adna', 'evidence_class': 'historical_or_recent_date', 'precision_posture': 'sample_approximate_or_modeled', 'comparability_posture': 'numeric_interval_with_caveat', 'summary_label': '11th century CE (SU6; lev1)', 'temporal_window_key': 'unresolved', 'temporal_window_label': 'Unresolved time window', 'time_start_bp': None, 'time_end_bp': None, 'time_mean_bp': None, 'duration_years': None, 'comparison_note': 'Sample-owned chronology text disagrees with the project-level chronology wording.', 'provenance_path': 'data/adna/governance/source_library/papers/10.1016-j.isci.2025.113771/supplementary/1-s2.0-S2589004225020322-mmc3.xlsx', 'provenance_locator': 'Table S2!row17', 'provenance_excerpt': '15 | CHIC-0015 | PGULL-0535 | LLD-0101 | La_Gomera | La Cañada de la Gurona | 28.178343999999999 | -17.193563999999999 | 11th century CE (SU6; lev1) | Yes | Yes | No | 1.2699999999999999E-2 | 48.230600000000003 | 0.19836999999999999 | 16225 | 0.98828300000000002 | 46.460599999999999 | Yes | A8 |  54', 'original_labels': ['11th century CE (SU6; lev1)'], 'normalized_labels': [], 'uncertainty_notes': []}"
Capra hircus,goat,PRJEB90261,prjeb90261:pgull-0537,PGULL-0537,11th century CE (SU4; lev1),13 | CHIC-0013 | PGULL-0537 | LLD-0474 | La_Gomera | La Cañada de la Gurona | 28.178343999999999 | -17.193563999999999 | 11th century CE (SU4; lev1) | Yes | Yes | Yes | 1.4E-2 | 48.713999999999999 | 5.1334699999999997E-2 | 23300 | 0.99987999999999999 | 67.530299999999997 | Yes | A8 |  7112A | 1 | 55,data/adna/governance/source_library/papers/10.1016-j.isci.2025.113771/supplementary/1-s2.0-S2589004225020322-mmc3.xlsx,supplementary_spreadsheet_row,Table S2!row15,historical_and_archaeological_context,historical_or_recent_date,sample_approximate_or_modeled,text_only_unparsed,publish the wording as text and refuse fake numeric precision,Sample-owned chronology text disagrees with the project-level chronology wording.,,,,"{'schema_version': 'temporal-semantics.v1', 'source_family': 'animal_adna', 'evidence_class': 'historical_or_recent_date', 'precision_posture': 'sample_approximate_or_modeled', 'comparability_posture': 'numeric_interval_with_caveat', 'summary_label': '11th century CE (SU4; lev1)', 'temporal_window_key': 'unresolved', 'temporal_window_label': 'Unresolved time window', 'time_start_bp': None, 'time_end_bp': None, 'time_mean_bp': None, 'duration_years': None, 'comparison_note': 'Sample-owned chronology text disagrees with the project-level chronology wording.', 'provenance_path': 'data/adna/governance/source_library/papers/10.1016-j.isci.2025.113771/supplementary/1-s2.0-S2589004225020322-mmc3.xlsx', 'provenance_locator': 'Table S2!row15', 'provenance_excerpt': '13 | CHIC-0013 | PGULL-0537 | LLD-0474 | La_Gomera | La Cañada de la Gurona | 28.178343999999999 | -17.193563999999999 | 11th century CE (SU4; lev1) | Yes | Yes | Yes | 1.4E-2 | 48.713999999999999 | 5.1334699999999997E-2 | 23300 | 0.99987999999999999 | 67.530299999999997 | Yes | A8 |  7112A | 1 | 55', 'original_labels': ['11th century CE (SU4; lev1)'], 'normalized_labels': [], 'uncertainty_notes': []}"
Capra hircus,goat,PRJEB90261,prjeb90261:pgull-0539,PGULL-0539,11th century CE (SU6; lev1),17 | CHIC-0017 | PGULL-0539 | LLD-0476 | La_Gomera | La Cañada de la Gurona | 28.178343999999999 | -17.193563999999999 | 11th century CE (SU6; lev1) | Yes | Yes | Yes | 0.13014000000000001 | 46.279299999999999 | 0.186589 | 33943 | 0.99994000000000005 | 90.325199999999995 | Yes | A8a | - | 0.99917599,data/adna/governance/source_library/papers/10.1016-j.isci.2025.113771/supplementary/1-s2.0-S2589004225020322-mmc3.xlsx,supplementary_spreadsheet_row,Table S2!row19,historical_and_archaeological_context,historical_or_recent_date,sample_approximate_or_modeled,text_only_unparsed,publish the wording as text and refuse fake numeric precision,Sample-owned chronology text disagrees with the project-level chronology wording.,,,,"{'schema_version': 'temporal-semantics.v1', 'source_family': 'animal_adna', 'evidence_class': 'historical_or_recent_date', 'precision_posture': 'sample_approximate_or_modeled', 'comparability_posture': 'numeric_interval_with_caveat', 'summary_label': '11th century CE (SU6; lev1)', 'temporal_window_key': 'unresolved', 'temporal_window_label': 'Unresolved time window', 'time_start_bp': None, 'time_end_bp': None, 'time_mean_bp': None, 'duration_years': None, 'comparison_note': 'Sample-owned chronology text disagrees with the project-level chronology wording.', 'provenance_path': 'data/adna/governance/source_library/papers/10.1016-j.isci.2025.113771/supplementary/1-s2.0-S2589004225020322-mmc3.xlsx', 'provenance_locator': 'Table S2!row19', 'provenance_excerpt': '17 | CHIC-0017 | PGULL-0539 | LLD-0476 | La_Gomera | La Cañada de la Gurona | 28.178343999999999 | -17.193563999999999 | 11th century CE (SU6; lev1) | Yes | Yes | Yes | 0.13014000000000001 | 46.279299999999999 | 0.186589 | 33943 | 0.99994000000000005 | 90.325199999999995 | Yes | A8a | - | 0.99917599', 'original_labels': ['11th century CE (SU6; lev1)'], 'normalized_labels': [], 'uncertainty_notes': []}"
Capra hircus,goat,PRJEB90261,prjeb90261:pgull-0540,PGULL-0540,10th - 11th centuries CE (SU6; lev3),16 | CHIC-0016 | PGULL-0540 | LLD-0477 | La_Gomera | La Cañada de la Gurona | 28.178343999999999 | -17.193563999999999 | 10th - 11th centuries CE (SU6; lev3) | Yes | Yes | Yes | 6.1740000000000003E-2 | 49.0777 | 0.265517 | 40265 | 1 | 113.961 | Yes | A8a |  11177C 11795T | 1 | 93.075000000000003 | Y,data/adna/governance/source_library/papers/10.1016-j.isci.2025.113771/supplementary/1-s2.0-S2589004225020322-mmc3.xlsx,supplementary_spreadsheet_row,Table S2!row18,historical_and_archaeological_context,historical_or_recent_date,sample_approximate_or_modeled,text_only_unparsed,publish the wording as text and refuse fake numeric precision,Sample-owned chronology text disagrees with the project-level chronology wording.,,,,"{'schema_version': 'temporal-semantics.v1', 'source_family': 'animal_adna', 'evidence_class': 'historical_or_recent_date', 'precision_posture': 'sample_approximate_or_modeled', 'comparability_posture': 'numeric_interval_with_caveat', 'summary_label': '10th - 11th centuries CE (SU6; lev3)', 'temporal_window_key': 'unresolved', 'temporal_window_label': 'Unresolved time window', 'time_start_bp': None, 'time_end_bp': None, 'time_mean_bp': None, 'duration_years': None, 'comparison_note': 'Sample-owned chronology text disagrees with the project-level chronology wording.', 'provenance_path': 'data/adna/governance/source_library/papers/10.1016-j.isci.2025.113771/supplementary/1-s2.0-S2589004225020322-mmc3.xlsx', 'provenance_locator': 'Table S2!row18', 'provenance_excerpt': '16 | CHIC-0016 | PGULL-0540 | LLD-0477 | La_Gomera | La Cañada de la Gurona | 28.178343999999999 | -17.193563999999999 | 10th - 11th centuries CE (SU6; lev3) | Yes | Yes | Yes | 6.1740000000000003E-2 | 49.0777 | 0.265517 | 40265 | 1 | 113.961 | Yes | A8a |  11177C 11795T | 1 | 93.075000000000003 | Y', 'original_labels': ['10th - 11th centuries CE (SU6; lev3)'], 'normalized_labels': [], 'uncertainty_notes': []}"
