project_accession,species_latin_name,source_surface,source_claim_scope,supporting_sample_count,original_locality_text,resolved_locality_text,locality_class,site_name,municipality_name,region_name,country_name,broader_geography,geocoding_safe_token,source_artifact_path,source_artifact_kind,source_locator,source_excerpt
PRJEB44430,Equus caballus,supplementary_table,sample_owned_locality,3,Acemhoyuk,Acemhoyuk,excavation_site,Acemhoyuk,,,Turkey,,acemhoyuk,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,supplementary_spreadsheet_row,SI Table 1!row23,"AC7970_Tur_m290 | 38.411227 N, 33.835694 E | Acemhoyuk | Turkey | DOM2 | settlement, Iron Age | 199632 | 2225 | 20 | -378 | -202 | 290 | 2240 | M | this study | 1 | 4 | 4 | 355377381 | 259742926 | 615120307 | - | - | - | 268.77723187499998 | 1.40326908756 | 1.0189999999999999E-3 | 0.6741155015940000"
PRJEB44430,Equus caballus,supplementary_table,sample_owned_locality,4,Aleksandrovskoe IV,Aleksandrovskoe IV,excavation_site,Aleksandrovskoe IV,,,Russia,,aleksandrovskoeiv,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,supplementary_spreadsheet_row,SI Table 1!row234,"UR17x67_Rus_m2774 | 53.974236 N, 74.884425 E | Aleksandrovskoe IV | Russia | BOTAI | settlement, Eneolithic Krokhalev Culture | 199253 | 4165 | 15 | -2877 | -2670 | 2774 | 4724 | M | this study | 1 | 4 | 4 | 583642433 | 170068020 | 753710453 | - | - | - | 204.425404434 | 2.7982527025600001 | 9.75999"
PRJEB44430,Equus caballus,supplementary_table,sample_owned_locality,1,Algay,Algay,excavation_site,Algay,,,Russia,,algay,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,supplementary_spreadsheet_row,SI Table 1!row125,"LOR18x29_Rus_m5406 | 50.156028 N, 48.526306 E | Algay | Russia | NEO-NCAS | settlement, Neolithic Orlovka Culture | 229409 | 6440 | 25 | -5476 | -5336 | 5406 | 7356 | M | this study | 1 | 4 | 4 | 109812847 | 7608230 | 117421077 | - | - | - | 258.72396644700001 | 1.4675822326900001 | 1.03800000000000"
PRJEB44430,Equus caballus,supplementary_table,sample_owned_locality,3,Althiburos,Althiburos,excavation_site,Althiburos,,,Tunisia,,althiburos,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,supplementary_spreadsheet_row,SI Table 1!row10,"SV19x18_Tun_m581 | 35.873429 N, 8.78621 E | Althiburos | Tunisia | DOM2 | settlement, Iron Age Middle Numidian period | 224889 | 2445 | 20 | -750 | -412 | 581 | 2531 | M | this study | 1 | 4 | 4 | 157256814 | 33287790 | 190544604 | - | - | - | 582.01312163 | 1.6759008578900001 | 1.343E-3 | 1.0094603"
PRJEB44430,Equus caballus,supplementary_table,sample_owned_locality,3,Arzhan-I,Arzhan-I,excavation_site,Arzhan-I,,,Russia,,arzhani,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,supplementary_spreadsheet_row,SI Table 1!row174,"Arz1x12_Rus_m854 | 52.066389 N, 93.5225 E | Arzhan-I | Russia | DOM2 | burial site, Iron Age, Early Scythian Culture | 229401 | 2695 | 20 | -900 | -807 | 854 | 2804 | M | this study | 1 | 4 | 4 | 223827461 | 52654400 | 276481861 | - | - | - | 194.86464949099999 | 5.8378637150900001 | 9.0899999999999"
PRJEB44430,Equus caballus,supplementary_table,sample_owned_locality,1,Arzhan-II,Arzhan-II,excavation_site,Arzhan-II,,,Russia,,arzhanii,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,supplementary_spreadsheet_row,SI Table 1!row173,"Arz15_Rus_m650 | 52.066389 N, 93.5225 E | Arzhan-II | Russia | DOM2 | burial site, Iron Age, Early Scythian Culture, 7th century BCE | - | - | - | - | - | 650 | 2600 | M | this study | 1 | 4 | 4 | 464260052 | 196012850 | 660272902 | - | - | - | 908.92786099499995 | 8.2417856719600007 | 6.50999999999"
PRJEB44430,Equus caballus,supplementary_table,sample_owned_locality,1,Ashchisu,Ashchisu,excavation_site,Ashchisu,,,Kazakhstan,,ashchisu,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,supplementary_spreadsheet_row,SI Table 1!row110,"PKo7_Kaz_m1754 | 49.916667 N, 74.216667 E | Ashchisu | Kazakhstan | DOM2 | burial site, Bronze Age, Early Alakul Culture, 19th-18th centuries BCE | 229421 | 3430 | 20 | -1872 | -1636 | 1754 | 3704 | F | this study | 1 | 4 | 4 | 46378944 | 9377716 | 55756660 | - | - | - | 30.099940083900002 | 0.78650"
PRJEB44430,Equus caballus,supplementary_table,sample_owned_locality,2,Asva,Asva,excavation_site,Asva,,,Estonia,,asva,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,supplementary_spreadsheet_row,SI Table 1!row260,"Esto2_Est_m661 | 58.410926 N, 23.016137 E | Asva | Estonia | DOM2 | fortified settlement, Late Bronze Age | 189993 | 2510 | 20 | -776 | -545 | 661 | 2611 | F | this study | 1 | 4 | 4 | 251471504 | 23327728 | 274799232 | - | - | - | 320.399520671 | 4.8126790821599998 | 1.503E-3 | 2.9421338660099998 |"
PRJEB44430,Equus caballus,supplementary_table,sample_owned_locality,1,Aygurskiy 2,Aygurskiy 2,excavation_site,Aygurskiy 2,,,Russia,,aygurskiy2,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,supplementary_spreadsheet_row,SI Table 1!row62,"BZNK1002x4_Rus_m3450 | 45.69 N, 43.262 E | Aygurskiy 2 | Russia | C-PONT | cemetery, Bronze Age Steppe Maykop Culture | 218225 | 4695 | 20 | -3526 | -3373 | 3450 | 5400 | M | this study | 2 | 8 | 8 | 536999018 | 84433962 | 621432980 | - | - | - | 1996.6911923299999 | 2.0598794728100001 | 8.260000000"
PRJEB44430,Equus caballus,supplementary_table,sample_owned_locality,1,Bad Pirawarth,Bad Pirawarth,excavation_site,Bad Pirawarth,,,Austria,,badpirawarth,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,supplementary_spreadsheet_row,SI Table 1!row79,"SRNHM05_Aus_m585 | 48.451361 N, 16.599992 E | Bad Pirawarth | Austria | DOM2 | settlement, Early Bronze Age or putative later occupation | 218303 | 2455 | 30 | -755 | -414 | 585 | 2535 | F | this study | 1 | 3 | 3 | 765969907 | 123220760 | 889190667 | - | - | - | 263.44379868200002 | 2.1787524241999"
