project_accession,species_latin_name,species_common_name,repo_stable_sample_id,preferred_sample_label,sample_basis,sample_evidence_status,sample_identity_resolution,sample_ambiguity_note,assigned_locality_text,locality_resolution_status,assigned_locality_class,normalized_display_spelling,geocoding_safe_token,site_name,municipality_name,region_name,country_name,broader_geography,evidence_source_surface,location_evidence_artifact_path,location_evidence_artifact_kind,location_evidence_locator,location_evidence_text,coordinate_basis,coordinate_mapping_posture,coordinate_confidence,chronology_text,locality_evidence_bucket,review_note
PRJEB30282,Sus scrofa domesticus,pig,prjeb30282:samea5160866,SAMEA5160866,archive_project_sample_accession_anchor,archive_native,final,,,unresolved,unresolved,,,,,,,,tracked_source_artifact,,,,,,,,,unresolved_geography,No location evidence has been extracted yet for this recovered sample row.
PRJEB30282,Sus scrofa domesticus,pig,prjeb30282:samea5160867,SAMEA5160867,archive_project_sample_accession_anchor,archive_native,final,,Bundsø,direct_sample_site,excavation_site,Bundsø,bundsø,Bundsø,,,Denmark,,supplementary_table,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html || data/adna/governance/source_library/papers/10.1073-pnas.1901169116/supplementary/pnas.1901169116.sd01.xlsx,supplementary_spreadsheet_row,sample_accession:SAMEA5160867 || Sheet1!row1212,ENA archive metadata identifies sample SAMEA5160867 as Sus scrofa (tax_id 9823). || AA015 | Bundsø | Denmark | 2800-2600 BC | 4700 BP | Domestic,named_site_geocoding,mappable_point,approximate,4700 BP,exact_site_evidence,Sample-level locality comes directly from the recovered sample source row.
PRJEB30282,Sus scrofa domesticus,pig,prjeb30282:samea5160868,SAMEA5160868,archive_project_sample_accession_anchor,archive_native,final,,Trelleborg,direct_sample_site,excavation_site,Trelleborg,trelleborg,Trelleborg,,,Denmark,,supplementary_table,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html || data/adna/governance/source_library/papers/10.1073-pnas.1901169116/supplementary/pnas.1901169116.sd01.xlsx,supplementary_spreadsheet_row,sample_accession:SAMEA5160868 || Sheet1!row1215,ENA archive metadata identifies sample SAMEA5160868 as Sus scrofa (tax_id 9823). || AA016 | Trelleborg | Denmark | c. AD 1000 | 1000 BP | Domestic,named_site_geocoding,mappable_point,approximate,1000 BP,exact_site_evidence,Sample-level locality comes directly from the recovered sample source row.
PRJEB30282,Sus scrofa domesticus,pig,prjeb30282:samea5160869,SAMEA5160869,archive_project_sample_accession_anchor,archive_native,final,,,unresolved,unresolved,,,,,,,,tracked_source_artifact,,,,,,,,,unresolved_geography,No location evidence has been extracted yet for this recovered sample row.
PRJEB30282,Sus scrofa domesticus,pig,prjeb30282:samea5160870,SAMEA5160870,archive_project_sample_accession_anchor,archive_native,final,,,unresolved,unresolved,,,,,,,,tracked_source_artifact,,,,,,,,,unresolved_geography,No location evidence has been extracted yet for this recovered sample row.
PRJEB30282,Sus scrofa domesticus,pig,prjeb30282:samea5160871,SAMEA5160871,archive_project_sample_accession_anchor,archive_native,final,,,unresolved,unresolved,,,,,,,,tracked_source_artifact,,,,,,,,,unresolved_geography,No location evidence has been extracted yet for this recovered sample row.
PRJEB30282,Sus scrofa domesticus,pig,prjeb30282:samea5160872,SAMEA5160872,archive_project_sample_accession_anchor,archive_native,final,,,unresolved,unresolved,,,,,,,,tracked_source_artifact,,,,,,,,,unresolved_geography,No location evidence has been extracted yet for this recovered sample row.
PRJEB30282,Sus scrofa domesticus,pig,prjeb30282:samea5160873,SAMEA5160873,archive_project_sample_accession_anchor,archive_native,final,,,unresolved,unresolved,,,,,,,,tracked_source_artifact,,,,,,,,,unresolved_geography,No location evidence has been extracted yet for this recovered sample row.
PRJEB30282,Sus scrofa domesticus,pig,prjeb30282:samea5160874,SAMEA5160874,archive_project_sample_accession_anchor,archive_native,final,,,unresolved,unresolved,,,,,,,,tracked_source_artifact,,,,,,,,,unresolved_geography,No location evidence has been extracted yet for this recovered sample row.
PRJEB30282,Sus scrofa domesticus,pig,prjeb30282:samea5160875,SAMEA5160875,archive_project_sample_accession_anchor,archive_native,final,,,unresolved,unresolved,,,,,,,,tracked_source_artifact,,,,,,,,,unresolved_geography,No location evidence has been extracted yet for this recovered sample row.
PRJEB30282,Sus scrofa domesticus,pig,prjeb30282:samea5160876,SAMEA5160876,archive_project_sample_accession_anchor,archive_native,final,,,unresolved,unresolved,,,,,,,,tracked_source_artifact,,,,,,,,,unresolved_geography,No location evidence has been extracted yet for this recovered sample row.
PRJEB30282,Sus scrofa domesticus,pig,prjeb30282:samea5160877,SAMEA5160877,archive_project_sample_accession_anchor,archive_native,final,,,unresolved,unresolved,,,,,,,,tracked_source_artifact,,,,,,,,,unresolved_geography,No location evidence has been extracted yet for this recovered sample row.
PRJEB30282,Sus scrofa domesticus,pig,prjeb30282:samea5160878,SAMEA5160878,archive_project_sample_accession_anchor,archive_native,final,,,unresolved,unresolved,,,,,,,,tracked_source_artifact,,,,,,,,,unresolved_geography,No location evidence has been extracted yet for this recovered sample row.
PRJEB30282,Sus scrofa domesticus,pig,prjeb30282:samea5160879,SAMEA5160879,archive_project_sample_accession_anchor,archive_native,final,,,unresolved,unresolved,,,,,,,,tracked_source_artifact,,,,,,,,,unresolved_geography,No location evidence has been extracted yet for this recovered sample row.
PRJEB30282,Sus scrofa domesticus,pig,prjeb30282:samea5160880,SAMEA5160880,archive_project_sample_accession_anchor,archive_native,final,,,unresolved,unresolved,,,,,,,,tracked_source_artifact,,,,,,,,,unresolved_geography,No location evidence has been extracted yet for this recovered sample row.
PRJEB30282,Sus scrofa domesticus,pig,prjeb30282:samea5160881,SAMEA5160881,archive_project_sample_accession_anchor,archive_native,final,,,unresolved,unresolved,,,,,,,,tracked_source_artifact,,,,,,,,,unresolved_geography,No location evidence has been extracted yet for this recovered sample row.
PRJEB30282,Sus scrofa domesticus,pig,prjeb30282:samea5160882,SAMEA5160882,archive_project_sample_accession_anchor,archive_native,final,,,unresolved,unresolved,,,,,,,,tracked_source_artifact,,,,,,,,,unresolved_geography,No location evidence has been extracted yet for this recovered sample row.
PRJEB30282,Sus scrofa domesticus,pig,prjeb30282:samea5160883,SAMEA5160883,archive_project_sample_accession_anchor,archive_native,final,,,unresolved,unresolved,,,,,,,,tracked_source_artifact,,,,,,,,,unresolved_geography,No location evidence has been extracted yet for this recovered sample row.
PRJEB30282,Sus scrofa domesticus,pig,prjeb30282:samea5160884,SAMEA5160884,archive_project_sample_accession_anchor,archive_native,final,,,unresolved,unresolved,,,,,,,,tracked_source_artifact,,,,,,,,,unresolved_geography,No location evidence has been extracted yet for this recovered sample row.
PRJEB30282,Sus scrofa domesticus,pig,prjeb30282:samea5160885,SAMEA5160885,archive_project_sample_accession_anchor,archive_native,final,,,unresolved,unresolved,,,,,,,,tracked_source_artifact,,,,,,,,,unresolved_geography,No location evidence has been extracted yet for this recovered sample row.
PRJEB30282,Sus scrofa domesticus,pig,prjeb30282:samea5160886,SAMEA5160886,archive_project_sample_accession_anchor,archive_native,final,,,unresolved,unresolved,,,,,,,,tracked_source_artifact,,,,,,,,,unresolved_geography,No location evidence has been extracted yet for this recovered sample row.
PRJEB30282,Sus scrofa domesticus,pig,prjeb30282:samea5160887,SAMEA5160887,archive_project_sample_accession_anchor,archive_native,final,,,unresolved,unresolved,,,,,,,,tracked_source_artifact,,,,,,,,,unresolved_geography,No location evidence has been extracted yet for this recovered sample row.
PRJEB30282,Sus scrofa domesticus,pig,prjeb30282:samea5160888,SAMEA5160888,archive_project_sample_accession_anchor,archive_native,final,,,unresolved,unresolved,,,,,,,,tracked_source_artifact,,,,,,,,,unresolved_geography,No location evidence has been extracted yet for this recovered sample row.
PRJEB30282,Sus scrofa domesticus,pig,prjeb30282:samea5160889,SAMEA5160889,archive_project_sample_accession_anchor,archive_native,final,,,unresolved,unresolved,,,,,,,,tracked_source_artifact,,,,,,,,,unresolved_geography,No location evidence has been extracted yet for this recovered sample row.
PRJEB30282,Sus scrofa domesticus,pig,prjeb30282:samea5160890,SAMEA5160890,archive_project_sample_accession_anchor,archive_native,final,,,unresolved,unresolved,,,,,,,,tracked_source_artifact,,,,,,,,,unresolved_geography,No location evidence has been extracted yet for this recovered sample row.
PRJEB30282,Sus scrofa domesticus,pig,prjeb30282:samea5160891,SAMEA5160891,archive_project_sample_accession_anchor,archive_native,final,,,unresolved,unresolved,,,,,,,,tracked_source_artifact,,,,,,,,,unresolved_geography,No location evidence has been extracted yet for this recovered sample row.
PRJEB30282,Sus scrofa domesticus,pig,prjeb30282:samea5160892,SAMEA5160892,archive_project_sample_accession_anchor,archive_native,final,,,unresolved,unresolved,,,,,,,,tracked_source_artifact,,,,,,,,,unresolved_geography,No location evidence has been extracted yet for this recovered sample row.
PRJEB30282,Sus scrofa domesticus,pig,prjeb30282:samea5160893,SAMEA5160893,archive_project_sample_accession_anchor,archive_native,final,,,unresolved,unresolved,,,,,,,,tracked_source_artifact,,,,,,,,,unresolved_geography,No location evidence has been extracted yet for this recovered sample row.
PRJEB30282,Sus scrofa domesticus,pig,prjeb30282:samea5160894,SAMEA5160894,archive_project_sample_accession_anchor,archive_native,final,,,unresolved,unresolved,,,,,,,,tracked_source_artifact,,,,,,,,,unresolved_geography,No location evidence has been extracted yet for this recovered sample row.
PRJEB30282,Sus scrofa domesticus,pig,prjeb30282:samea5160895,SAMEA5160895,archive_project_sample_accession_anchor,archive_native,final,,,unresolved,unresolved,,,,,,,,tracked_source_artifact,,,,,,,,,unresolved_geography,No location evidence has been extracted yet for this recovered sample row.
PRJEB30282,Sus scrofa domesticus,pig,prjeb30282:samea5160896,SAMEA5160896,archive_project_sample_accession_anchor,archive_native,final,,,unresolved,unresolved,,,,,,,,tracked_source_artifact,,,,,,,,,unresolved_geography,No location evidence has been extracted yet for this recovered sample row.
PRJEB30282,Sus scrofa domesticus,pig,prjeb30282:samea5160897,SAMEA5160897,archive_project_sample_accession_anchor,archive_native,final,,,unresolved,unresolved,,,,,,,,tracked_source_artifact,,,,,,,,,unresolved_geography,No location evidence has been extracted yet for this recovered sample row.
PRJEB30282,Sus scrofa domesticus,pig,prjeb30282:samea5160898,SAMEA5160898,archive_project_sample_accession_anchor,archive_native,final,,,unresolved,unresolved,,,,,,,,tracked_source_artifact,,,,,,,,,unresolved_geography,No location evidence has been extracted yet for this recovered sample row.
PRJEB30282,Sus scrofa domesticus,pig,prjeb30282:samea5160899,SAMEA5160899,archive_project_sample_accession_anchor,archive_native,final,,,unresolved,unresolved,,,,,,,,tracked_source_artifact,,,,,,,,,unresolved_geography,No location evidence has been extracted yet for this recovered sample row.
PRJEB30282,Sus scrofa domesticus,pig,prjeb30282:samea5160900,SAMEA5160900,archive_project_sample_accession_anchor,archive_native,final,,,unresolved,unresolved,,,,,,,,tracked_source_artifact,,,,,,,,,unresolved_geography,No location evidence has been extracted yet for this recovered sample row.
PRJEB30282,Sus scrofa domesticus,pig,prjeb30282:samea5160901,SAMEA5160901,archive_project_sample_accession_anchor,archive_native,final,,,unresolved,unresolved,,,,,,,,tracked_source_artifact,,,,,,,,,unresolved_geography,No location evidence has been extracted yet for this recovered sample row.
PRJEB30282,Sus scrofa domesticus,pig,prjeb30282:samea5160902,SAMEA5160902,archive_project_sample_accession_anchor,archive_native,final,,,unresolved,unresolved,,,,,,,,tracked_source_artifact,,,,,,,,,unresolved_geography,No location evidence has been extracted yet for this recovered sample row.
PRJEB30282,Sus scrofa domesticus,pig,prjeb30282:samea5160903,SAMEA5160903,archive_project_sample_accession_anchor,archive_native,final,,,unresolved,unresolved,,,,,,,,tracked_source_artifact,,,,,,,,,unresolved_geography,No location evidence has been extracted yet for this recovered sample row.
PRJEB30282,Sus scrofa domesticus,pig,prjeb30282:samea5160904,SAMEA5160904,archive_project_sample_accession_anchor,archive_native,final,,,unresolved,unresolved,,,,,,,,tracked_source_artifact,,,,,,,,,unresolved_geography,No location evidence has been extracted yet for this recovered sample row.
PRJEB30282,Sus scrofa domesticus,pig,prjeb30282:samea5160905,SAMEA5160905,archive_project_sample_accession_anchor,archive_native,final,,,unresolved,unresolved,,,,,,,,tracked_source_artifact,,,,,,,,,unresolved_geography,No location evidence has been extracted yet for this recovered sample row.
PRJEB30282,Sus scrofa domesticus,pig,prjeb30282:samea5160906,SAMEA5160906,archive_project_sample_accession_anchor,archive_native,final,,,unresolved,unresolved,,,,,,,,tracked_source_artifact,,,,,,,,,unresolved_geography,No location evidence has been extracted yet for this recovered sample row.
PRJEB30282,Sus scrofa domesticus,pig,prjeb30282:samea5160907,SAMEA5160907,archive_project_sample_accession_anchor,archive_native,final,,,unresolved,unresolved,,,,,,,,tracked_source_artifact,,,,,,,,,unresolved_geography,No location evidence has been extracted yet for this recovered sample row.
PRJEB30282,Sus scrofa domesticus,pig,prjeb30282:samea5160908,SAMEA5160908,archive_project_sample_accession_anchor,archive_native,final,,,unresolved,unresolved,,,,,,,,tracked_source_artifact,,,,,,,,,unresolved_geography,No location evidence has been extracted yet for this recovered sample row.
PRJEB30282,Sus scrofa domesticus,pig,prjeb30282:samea5160909,SAMEA5160909,archive_project_sample_accession_anchor,archive_native,final,,,unresolved,unresolved,,,,,,,,tracked_source_artifact,,,,,,,,,unresolved_geography,No location evidence has been extracted yet for this recovered sample row.
PRJEB30282,Sus scrofa domesticus,pig,prjeb30282:samea5160910,SAMEA5160910,archive_project_sample_accession_anchor,archive_native,final,,,unresolved,unresolved,,,,,,,,tracked_source_artifact,,,,,,,,,unresolved_geography,No location evidence has been extracted yet for this recovered sample row.
PRJEB30282,Sus scrofa domesticus,pig,prjeb30282:samea5160911,SAMEA5160911,archive_project_sample_accession_anchor,archive_native,final,,,unresolved,unresolved,,,,,,,,tracked_source_artifact,,,,,,,,,unresolved_geography,No location evidence has been extracted yet for this recovered sample row.
PRJEB30282,Sus scrofa domesticus,pig,prjeb30282:samea5160912,SAMEA5160912,archive_project_sample_accession_anchor,archive_native,final,,,unresolved,unresolved,,,,,,,,tracked_source_artifact,,,,,,,,,unresolved_geography,No location evidence has been extracted yet for this recovered sample row.
PRJEB30282,Sus scrofa domesticus,pig,prjeb30282:samea5160913,SAMEA5160913,archive_project_sample_accession_anchor,archive_native,final,,,unresolved,unresolved,,,,,,,,tracked_source_artifact,,,,,,,,,unresolved_geography,No location evidence has been extracted yet for this recovered sample row.
PRJEB30282,Sus scrofa domesticus,pig,prjeb30282:samea5160914,SAMEA5160914,archive_project_sample_accession_anchor,archive_native,final,,,unresolved,unresolved,,,,,,,,tracked_source_artifact,,,,,,,,,unresolved_geography,No location evidence has been extracted yet for this recovered sample row.
PRJEB30282,Sus scrofa domesticus,pig,prjeb30282:samea5160915,SAMEA5160915,archive_project_sample_accession_anchor,archive_native,final,,,unresolved,unresolved,,,,,,,,tracked_source_artifact,,,,,,,,,unresolved_geography,No location evidence has been extracted yet for this recovered sample row.
PRJEB30282,Sus scrofa domesticus,pig,prjeb30282:samea5160916,SAMEA5160916,archive_project_sample_accession_anchor,archive_native,final,,,unresolved,unresolved,,,,,,,,tracked_source_artifact,,,,,,,,,unresolved_geography,No location evidence has been extracted yet for this recovered sample row.
PRJEB30282,Sus scrofa domesticus,pig,prjeb30282:samea5160917,SAMEA5160917,archive_project_sample_accession_anchor,archive_native,final,,,unresolved,unresolved,,,,,,,,tracked_source_artifact,,,,,,,,,unresolved_geography,No location evidence has been extracted yet for this recovered sample row.
PRJEB30282,Sus scrofa domesticus,pig,prjeb30282:samea5160918,SAMEA5160918,archive_project_sample_accession_anchor,archive_native,final,,,unresolved,unresolved,,,,,,,,tracked_source_artifact,,,,,,,,,unresolved_geography,No location evidence has been extracted yet for this recovered sample row.
PRJEB30282,Sus scrofa domesticus,pig,prjeb30282:samea5160919,SAMEA5160919,archive_project_sample_accession_anchor,archive_native,final,,,unresolved,unresolved,,,,,,,,tracked_source_artifact,,,,,,,,,unresolved_geography,No location evidence has been extracted yet for this recovered sample row.
