species_latin_name,species_common_name,project_accession,repo_stable_sample_id,preferred_sample_label,sample_basis,sample_evidence_status,sample_identity_resolution,sample_ambiguity_note,locality_text,locality_resolution_status,location_evidence_artifact_path,location_evidence_artifact_kind,location_evidence_locator,location_evidence_text,site_name,municipality_name,region_name,country_name,broader_geography,coordinate_basis,coordinate_mapping_posture,coordinate_confidence,chronology_text,review_note
Bos taurus,cattle,PRJEB75467,prjeb75467:samea115574404,SAMEA115574404,archive_project_sample_accession_anchor,archive_native,final,,,unresolved,,,,,,,,,,,,,,No location evidence has been extracted yet for this recovered sample row.
Bos taurus,cattle,PRJEB75467,prjeb75467:samea115574405,SAMEA115574405,archive_project_sample_accession_anchor,archive_native,final,,,unresolved,,,,,,,,,,,,,,No location evidence has been extracted yet for this recovered sample row.
Bos taurus,cattle,PRJEB75467,prjeb75467:samea115574406,SAMEA115574406,archive_project_sample_accession_anchor,archive_native,final,,,unresolved,,,,,,,,,,,,,,No location evidence has been extracted yet for this recovered sample row.
Bos taurus,cattle,PRJEB75467,prjeb75467:samea115574407,SAMEA115574407,archive_project_sample_accession_anchor,archive_native,final,,,unresolved,,,,,,,,,,,,,,No location evidence has been extracted yet for this recovered sample row.
Bos taurus,cattle,PRJEB75467,prjeb75467:samea115574408,SAMEA115574408,archive_project_sample_accession_anchor,archive_native,final,,,unresolved,,,,,,,,,,,,,,No location evidence has been extracted yet for this recovered sample row.
Bos taurus,cattle,PRJEB75467,prjeb75467:samea115574409,SAMEA115574409,archive_project_sample_accession_anchor,archive_native,final,,,unresolved,,,,,,,,,,,,,,No location evidence has been extracted yet for this recovered sample row.
Bos taurus,cattle,PRJEB75467,prjeb75467:samea115574411,SAMEA115574411,archive_project_sample_accession_anchor,archive_native,final,,,unresolved,,,,,,,,,,,,,,No location evidence has been extracted yet for this recovered sample row.
Bos taurus,cattle,PRJEB75467,prjeb75467:samea115574412,SAMEA115574412,archive_project_sample_accession_anchor,archive_native,final,,,unresolved,,,,,,,,,,,,,,No location evidence has been extracted yet for this recovered sample row.
Bos taurus,cattle,PRJEB75467,prjeb75467:samea115574415,SAMEA115574415,archive_project_sample_accession_anchor,archive_native,final,,,unresolved,,,,,,,,,,,,,,No location evidence has been extracted yet for this recovered sample row.
Bos taurus,cattle,PRJEB75467,prjeb75467:samea115574416,SAMEA115574416,archive_project_sample_accession_anchor,archive_native,final,,,unresolved,,,,,,,,,,,,,,No location evidence has been extracted yet for this recovered sample row.
Bos taurus,cattle,PRJEB75467,prjeb75467:samea115574417,SAMEA115574417,archive_project_sample_accession_anchor,archive_native,final,,,unresolved,,,,,,,,,,,,,,No location evidence has been extracted yet for this recovered sample row.
Bos taurus,cattle,PRJEB75467,prjeb75467:samea115574418,SAMEA115574418,archive_project_sample_accession_anchor,archive_native,final,,,unresolved,,,,,,,,,,,,,,No location evidence has been extracted yet for this recovered sample row.
Bos taurus,cattle,PRJEB75467,prjeb75467:samea115574419,Hjo1,supplementary_table_archive_primary_source_join,direct_table_extracted,final,,"Hjørring, Tofte Bæk",direct_sample_site,data/adna/governance/source_library/papers/10.1038-s41586-024-08112-6/supplementary/41586_2024_8112_MOESM3_ESM.xlsx || data/adna/governance/source_library/projects/PRJEB75467/archive_metadata.html,article_or_archive_text,"Supplementary Data 1!A26:Y26 || sample_accession:SAMEA115574419;submitted_filename_prefix:Hjo1;tsv_lines:129,241,244,344,540,541,542,543,544 || sample_accession:SAMEA115574419","workbook sample Hjo1 | specimen VHM500/1985, ZMK103/1989 | locality Hjørring, Tofte Bæk, Denmark | source BP claim 8173-7976 | canonical BP interval [7976, 8173] | published analysis mean 8074.5 BP | source taxonomy Bos primigenius | population label ""Holocene Wild Scandinavia"" | admitted only as explicit wild/progenitor context || ENA archive metadata identifies sample SAMEA115574419 as Bos primigenius (tax_id 9909).","Hjørring, Tofte Bæk",,,Denmark,,supplementary_proximal_site_coordinates,mappable_point,approximate,7976-8173 BP,Sample-level locality comes directly from the recovered sample source row.
Bos taurus,cattle,PRJEB75467,prjeb75467:samea115574420,SAMEA115574420,archive_project_sample_accession_anchor,archive_native,final,,,unresolved,,,,,,,,,,,,,,No location evidence has been extracted yet for this recovered sample row.
Bos taurus,cattle,PRJEB75467,prjeb75467:samea115574421,SAMEA115574421,archive_project_sample_accession_anchor,archive_native,final,,,unresolved,,,,,,,,,,,,,,No location evidence has been extracted yet for this recovered sample row.
Bos taurus,cattle,PRJEB75467,prjeb75467:samea115574422,SAMEA115574422,archive_project_sample_accession_anchor,archive_native,final,,,unresolved,,,,,,,,,,,,,,No location evidence has been extracted yet for this recovered sample row.
Bos taurus,cattle,PRJEB75467,prjeb75467:samea115574423,SAMEA115574423,archive_project_sample_accession_anchor,archive_native,final,,,unresolved,,,,,,,,,,,,,,No location evidence has been extracted yet for this recovered sample row.
Bos taurus,cattle,PRJEB75467,prjeb75467:samea115574424,SAMEA115574424,archive_project_sample_accession_anchor,archive_native,final,,,unresolved,,,,,,,,,,,,,,No location evidence has been extracted yet for this recovered sample row.
Bos taurus,cattle,PRJEB75467,prjeb75467:samea115574426,SAMEA115574426,archive_project_sample_accession_anchor,archive_native,final,,,unresolved,,,,,,,,,,,,,,No location evidence has been extracted yet for this recovered sample row.
Bos taurus,cattle,PRJEB75467,prjeb75467:samea115574428,SAMEA115574428,archive_project_sample_accession_anchor,archive_native,final,,,unresolved,,,,,,,,,,,,,,No location evidence has been extracted yet for this recovered sample row.
Bos taurus,cattle,PRJEB75467,prjeb75467:samea115574429,SAMEA115574429,archive_project_sample_accession_anchor,archive_native,final,,,unresolved,,,,,,,,,,,,,,No location evidence has been extracted yet for this recovered sample row.
Bos taurus,cattle,PRJEB75467,prjeb75467:samea115574430,SAMEA115574430,archive_project_sample_accession_anchor,archive_native,final,,,unresolved,,,,,,,,,,,,,,No location evidence has been extracted yet for this recovered sample row.
Bos taurus,cattle,PRJEB75467,prjeb75467:samea115574432,SAMEA115574432,archive_project_sample_accession_anchor,archive_native,final,,,unresolved,,,,,,,,,,,,,,No location evidence has been extracted yet for this recovered sample row.
Bos taurus,cattle,PRJEB75467,prjeb75467:samea115574433,SAMEA115574433,archive_project_sample_accession_anchor,archive_native,final,,,unresolved,,,,,,,,,,,,,,No location evidence has been extracted yet for this recovered sample row.
Bos taurus,cattle,PRJEB75467,prjeb75467:samea115574434,SAMEA115574434,archive_project_sample_accession_anchor,archive_native,final,,,unresolved,,,,,,,,,,,,,,No location evidence has been extracted yet for this recovered sample row.
Bos taurus,cattle,PRJEB75467,prjeb75467:samea115574435,SAMEA115574435,archive_project_sample_accession_anchor,archive_native,final,,,unresolved,,,,,,,,,,,,,,No location evidence has been extracted yet for this recovered sample row.
Bos taurus,cattle,PRJEB75467,prjeb75467:samea115574436,SAMEA115574436,archive_project_sample_accession_anchor,archive_native,final,,,unresolved,,,,,,,,,,,,,,No location evidence has been extracted yet for this recovered sample row.
Bos taurus,cattle,PRJEB75467,prjeb75467:samea115574437,SAMEA115574437,archive_project_sample_accession_anchor,archive_native,final,,,unresolved,,,,,,,,,,,,,,No location evidence has been extracted yet for this recovered sample row.
Bos taurus,cattle,PRJEB75467,prjeb75467:samea115574440,SAMEA115574440,archive_project_sample_accession_anchor,archive_native,final,,,unresolved,,,,,,,,,,,,,,No location evidence has been extracted yet for this recovered sample row.
Bos taurus,cattle,PRJEB75467,prjeb75467:samea115574441,Ska1,supplementary_table_archive_primary_source_join,direct_table_extracted,final,,Nevishög,direct_sample_site,data/adna/governance/source_library/papers/10.1038-s41586-024-08112-6/supplementary/41586_2024_8112_MOESM3_ESM.xlsx || data/adna/governance/source_library/projects/PRJEB75467/archive_metadata.html,article_or_archive_text,"Supplementary Data 1!A34:Y34 || sample_accession:SAMEA115574441;submitted_filename_prefix:Ska1;tsv_lines:246,319,320,354,593 || sample_accession:SAMEA115574441","workbook sample Ska1 | specimen Lzzz/3362 L62 | locality Nevishög, Sweden | source BP claim 9536-9133 | canonical BP interval [9133, 9536] | published analysis mean 9334.5 BP | source taxonomy Bos primigenius | population label ""Holocene Wild Scandinavia"" | admitted only as explicit wild/progenitor context || ENA archive metadata identifies sample SAMEA115574441 as Bos primigenius (tax_id 9909).",Nevishög,,,Sweden,,supplementary_proximal_site_coordinates,mappable_point,approximate,9133-9536 BP,Sample-level locality comes directly from the recovered sample source row.
Bos taurus,cattle,PRJEB75467,prjeb75467:samea115574442,Ska3,supplementary_table_archive_primary_source_join,direct_table_extracted,final,,Skåne,direct_sample_site,data/adna/governance/source_library/papers/10.1038-s41586-024-08112-6/supplementary/41586_2024_8112_MOESM3_ESM.xlsx || data/adna/governance/source_library/projects/PRJEB75467/archive_metadata.html,article_or_archive_text,"Supplementary Data 1!A33:Y33 || sample_accession:SAMEA115574442;submitted_filename_prefix:Ska3;tsv_lines:248,251,648 || sample_accession:SAMEA115574442","workbook sample Ska3 | specimen Lzzz/3284 L84 | locality Skåne, Sweden | source BP claim 9657-9434 | canonical BP interval [9434, 9657] | published analysis mean 9545.5 BP | source taxonomy Bos primigenius | population label ""Holocene Wild Scandinavia"" | admitted only as explicit wild/progenitor context || ENA archive metadata identifies sample SAMEA115574442 as Bos primigenius (tax_id 9909).",Skåne,,,Sweden,,supplementary_proximal_site_coordinates,mappable_point,approximate,9434-9657 BP,Sample-level locality comes directly from the recovered sample source row.
Bos taurus,cattle,PRJEB75467,prjeb75467:samea115574443,SAMEA115574443,archive_project_sample_accession_anchor,archive_native,final,,,unresolved,,,,,,,,,,,,,,No location evidence has been extracted yet for this recovered sample row.
Bos taurus,cattle,PRJEB75467,prjeb75467:samea115574444,SAMEA115574444,archive_project_sample_accession_anchor,archive_native,final,,,unresolved,,,,,,,,,,,,,,No location evidence has been extracted yet for this recovered sample row.
Bos taurus,cattle,PRJEB75467,prjeb75467:samea115574445,SAMEA115574445,archive_project_sample_accession_anchor,archive_native,final,,,unresolved,,,,,,,,,,,,,,No location evidence has been extracted yet for this recovered sample row.
Bos taurus,cattle,PRJEB75467,prjeb75467:samea115574446,SAMEA115574446,archive_project_sample_accession_anchor,archive_native,final,,,unresolved,,,,,,,,,,,,,,No location evidence has been extracted yet for this recovered sample row.
Bos taurus,cattle,PRJEB75467,prjeb75467:samea115574447,SAMEA115574447,archive_project_sample_accession_anchor,archive_native,final,,,unresolved,,,,,,,,,,,,,,No location evidence has been extracted yet for this recovered sample row.
Bos taurus,cattle,PRJEB75467,prjeb75467:samea115574448,SAMEA115574448,archive_project_sample_accession_anchor,archive_native,final,,,unresolved,,,,,,,,,,,,,,No location evidence has been extracted yet for this recovered sample row.
Bos taurus,cattle,PRJEB75467,prjeb75467:samea115574449,SAMEA115574449,archive_project_sample_accession_anchor,archive_native,final,,,unresolved,,,,,,,,,,,,,,No location evidence has been extracted yet for this recovered sample row.
Bos taurus,cattle,PRJEB75467,prjeb75467:samea115574450,SAMEA115574450,archive_project_sample_accession_anchor,archive_native,final,,,unresolved,,,,,,,,,,,,,,No location evidence has been extracted yet for this recovered sample row.
Bos taurus,cattle,PRJEB75467,prjeb75467:samea115574452,SAMEA115574452,archive_project_sample_accession_anchor,archive_native,final,,,unresolved,,,,,,,,,,,,,,No location evidence has been extracted yet for this recovered sample row.
Bos taurus,cattle,PRJEB75467,prjeb75467:samea115574454,SAMEA115574454,archive_project_sample_accession_anchor,archive_native,final,,,unresolved,,,,,,,,,,,,,,No location evidence has been extracted yet for this recovered sample row.
Bos taurus,cattle,PRJEB75467,prjeb75467:samea115574455,SAMEA115574455,archive_project_sample_accession_anchor,archive_native,final,,,unresolved,,,,,,,,,,,,,,No location evidence has been extracted yet for this recovered sample row.
Bos taurus,cattle,PRJEB75467,prjeb75467:samea115574456,Zea1,supplementary_table_archive_primary_source_join,direct_table_extracted,final,,Lundby I,direct_sample_site,data/adna/governance/source_library/papers/10.1038-s41586-024-08112-6/supplementary/41586_2024_8112_MOESM3_ESM.xlsx || data/adna/governance/source_library/projects/PRJEB75467/archive_metadata.html,article_or_archive_text,"Supplementary Data 1!A36:Y36 || sample_accession:SAMEA115574456;submitted_filename_prefix:Zea1;tsv_lines:337,364,414,631,632 || sample_accession:SAMEA115574456","workbook sample Zea1 | specimen 3/1930 Hovedfelt II, P269/2021PB | locality Lundby I, Denmark | source BP claim 7302 (6754-7744) | canonical BP interval [6754, 7744] | published analysis mean 7302 BP | source taxonomy Bos primigenius | population label ""Holocene Wild Scandinavia"" | admitted only as explicit wild/progenitor context || ENA archive metadata identifies sample SAMEA115574456 as Bos primigenius (tax_id 9909).",Lundby I,,,Denmark,,supplementary_proximal_site_coordinates,mappable_point,approximate,6754-7744 BP,Sample-level locality comes directly from the recovered sample source row.
Bos taurus,cattle,PRJEB75467,prjeb75467:samea115574457,Zea2,supplementary_table_archive_primary_source_join,direct_table_extracted,final,,Lundby I,direct_sample_site,data/adna/governance/source_library/papers/10.1038-s41586-024-08112-6/supplementary/41586_2024_8112_MOESM3_ESM.xlsx || data/adna/governance/source_library/projects/PRJEB75467/archive_metadata.html,article_or_archive_text,"Supplementary Data 1!A41:Y41 || sample_accession:SAMEA115574457;submitted_filename_prefix:Zea2;tsv_lines:367,415,416 || sample_accession:SAMEA115574457","workbook sample Zea2 | specimen 3/1930 Hovedfelt II, E6, P270/2021PB | locality Lundby I, Denmark | source BP claim 7296 (6748-7744) | canonical BP interval [6748, 7744] | published analysis mean 7296 BP | source taxonomy Bos primigenius | population label ""Holocene Wild Scandinavia"" | admitted only as explicit wild/progenitor context || ENA archive metadata identifies sample SAMEA115574457 as Bos primigenius (tax_id 9909).",Lundby I,,,Denmark,,supplementary_proximal_site_coordinates,mappable_point,approximate,6748-7744 BP,Sample-level locality comes directly from the recovered sample source row.
Bos taurus,cattle,PRJEB75467,prjeb75467:supplement:fre1,Fre1,supplementary_table_paper_only_sequence_refusal,direct_table_extracted,provisional,"Fre1 is paper-only: the workbook reports UDG treatment 'No' and 0.0 genomic coverage, while the pinned PRJEB75467 archive has no Fre1 filename or BioSample identity; an accession is not inferred.","Frederiksborg, Alsønderup",direct_sample_site,data/adna/governance/source_library/papers/10.1038-s41586-024-08112-6/supplementary/41586_2024_8112_MOESM3_ESM.xlsx,supplementary_spreadsheet_row,Supplementary Data 1!A44:Y44,"workbook sample Fre1 | specimen ZMK16/1957 | locality Frederiksborg, Alsønderup, Denmark | source BP claim 10751-10422 | canonical BP interval [10422, 10751] | published analysis mean 10586.5 BP | source taxonomy Bos primigenius | population label ""Holocene Wild Scandinavia"" | admitted only as explicit wild/progenitor context | Fre1 is paper-only: the workbook reports UDG treatment 'No' and 0.0 genomic coverage, while the pinned PRJEB75467 archive has no Fre1 filename or BioSample identity; an accession is not inferred.","Frederiksborg, Alsønderup",,,Denmark,,supplementary_proximal_site_coordinates,mappable_point,approximate,10422-10751 BP,Sample-level locality comes directly from the recovered sample source row.
